"","Symbol","Security.Name","Market.Category","Test.Issue","Financial.Status","Round.Lot.Size","ETF","NextShares"
"651","CEVA","CEVA, Inc. - Common Stock","Q","N","N",100,"N","N"
"652","CEY","VictoryShares Emerging Market High Div Volatility Wtd ETF","G","N","N",100,"Y","N"
"653","CEZ","VictoryShares Emerging Market Volatility Wtd ETF","G","N","N",100,"Y","N"
"654","CFA","VictoryShares US 500 Volatility Wtd ETF","G","N","N",100,"Y","N"
"655","CFB","CrossFirst Bankshares, Inc. - Common Stock","Q","N","N",100,"N","N"
"656","CFBI","Community First Bancshares, Inc. - Common Stock","S","N","N",100,"N","N"
"657","CFBK","CF Bankshares Inc. - Common Stock","S","N","N",100,"N","N"
"658","CFFA","CF Finance Acquisition Corp. - Class A Common Stock","S","N","D",100,"N","N"
"659","CFFAU","CF Finance Acquisition Corp. - Unit","S","N","D",100,"N","N"
"660","CFFAW","CF Finance Acquisition Corp. - Warrant","S","N","D",100,"N","N"
"661","CFFI","C&F Financial Corporation - Common Stock","Q","N","N",100,"N","N"
"662","CFFN","Capitol Federal Financial, Inc. - Common Stock","Q","N","N",100,"N","N"
"663","CFIIU","CF Finance Acquisition Corp. II - Unit","S","N","N",100,"N","N"
"664","CFMS","Conformis, Inc. - Common Stock","Q","N","D",100,"N","N"
"665","CFO","VictoryShares US 500 Enhanced Volatility Wtd ETF","G","N","N",100,"Y","N"
"666","CFRX","ContraFect Corporation - Common Stock","S","N","N",100,"N","N"
"667","CG","The Carlyle Group Inc. - Common Stock","Q","N","N",100,"N","N"
"668","CGBD","TCG BDC, Inc. - Common Stock","Q","N","N",100,"N","N"
"669","CGEN","Compugen Ltd. - Ordinary Shares","G","N","N",100,"N","N"
"670","CGIX","Cancer Genetics, Inc. - Common Stock","S","N","N",100,"N","N"
"671","CGNX","Cognex Corporation - Common Stock","Q","N","N",100,"N","N"
"672","CGO","Calamos Global Total Return Fund - Common Stock","Q","N","N",100,"N","N"
"673","CGRO","Collective Growth Corporation - Class A Common Stock","S","N","N",100,"N","N"
"674","CGROU","Collective Growth Corporation - Unit","S","N","N",100,"N","N"
"675","CGROW","Collective Growth Corporation - Warrant","S","N","N",100,"N","N"
"676","CHB","Global X China Biotech Innovation ETF","G","N","N",100,"Y","N"
"677","CHCI","Comstock Holding Companies, Inc. - Class A Common Stock","S","N","N",100,"N","N"
"678","CHCO","City Holding Company - Common Stock","Q","N","N",100,"N","N"
"679","CHDN","Churchill Downs, Incorporated - Common Stock","Q","N","N",100,"N","N"
"680","CHEF","The Chefs' Warehouse, Inc. - Common Stock","Q","N","N",100,"N","N"
"681","CHEK","Check-Cap Ltd. - Ordinary Share","S","N","D",100,"N","N"
"682","CHEKZ","Check-Cap Ltd. - Series C Warrant","S","N","N",100,"N","N"
"683","CHFS","CHF Solutions, Inc. - Common Stock","S","N","D",100,"N","N"
"684","CHI","Calamos Convertible Opportunities and Income Fund - Common Stock","Q","N","N",100,"N","N"
"685","CHKP","Check Point Software Technologies Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"686","CHMA","Chiasma, Inc. - Common Stock","Q","N","N",100,"N","N"
"687","CHMG","Chemung Financial Corp - Common Stock","Q","N","N",100,"N","N"
"688","CHNA","Loncar China BioPharma ETF","G","N","N",100,"Y","N"
"689","CHNG","Change Healthcare Inc. - Common Stock","Q","N","N",100,"N","N"
"690","CHNGU","Change Healthcare Inc. - Tangible Equity Units","Q","N","N",100,"N","N"
"691","CHNR","China Natural Resources, Inc. - Common Stock","S","N","N",100,"N","N"
"692","CHPM","CHP Merger Corp. - Class A Common Stock","S","N","N",100,"N","N"
"693","CHPMU","CHP Merger Corp. - Unit","S","N","N",100,"N","N"
"694","CHPMW","CHP Merger Corp. - Warrant","S","N","N",100,"N","N"
"695","CHRS","Coherus BioSciences, Inc. - Common Stock","G","N","N",100,"N","N"
"696","CHRW","C.H. Robinson Worldwide, Inc. - Common Stock","Q","N","N",100,"N","N"
"697","CHSCL","CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4","Q","N","N",100,"N","N"
"698","CHSCM","CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3","Q","N","N",100,"N","N"
"699","CHSCN","CHS Inc - Preferred Class B Series 2 Reset Rate","Q","N","N",100,"N","N"
"700","CHSCO","CHS Inc - Class B Cumulative Redeemable Preferred Stock","Q","N","N",100,"N","N"
"701","CHSCP","CHS Inc - 8%  Cumulative Redeemable Preferred Stock","Q","N","N",100,"N","N"
"702","CHTR","Charter Communications, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"703","CHUY","Chuy's Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"704","CHW","Calamos Global Dynamic Income Fund - Common Stock","Q","N","N",100,"N","N"
"705","CHY","Calamos Convertible and High Income Fund - Common Stock","Q","N","N",100,"N","N"
"706","CIBR","First Trust NASDAQ Cybersecurity ETF","G","N","N",100,"Y","N"
"707","CID","VictoryShares International High Div Volatility Wtd ETF","G","N","N",100,"Y","N"
"708","CIDM","Cinedigm Corp - Class A Common Stock","G","N","N",100,"N","N"
"709","CIGI","Colliers International Group Inc.  - Subordinate Voting Shares","Q","N","N",100,"N","N"
"710","CIH","China Index Holdings Limited - American Depository Shares","Q","N","N",100,"N","N"
"711","CIIC","CIIG Merger Corp. - Class A Common Stock","S","N","N",100,"N","N"
"712","CIICU","CIIG Merger Corp. - Units","S","N","N",100,"N","N"
"713","CIICW","CIIG Merger Corp. - Warrants","S","N","N",100,"N","N"
"714","CIL","VictoryShares International Volatility Wtd ETF","G","N","N",100,"Y","N"
"715","CINF","Cincinnati Financial Corporation - Common Stock","Q","N","N",100,"N","N"
"716","CIVB","Civista Bancshares, Inc.  - Common Stock","S","N","N",100,"N","N"
"717","CIZ","VictoryShares Developed Enhanced Volatility Wtd ETF","G","N","N",100,"Y","N"
"718","CIZN","Citizens Holding Company - Common Stock","G","N","N",100,"N","N"
"719","CJJD","China Jo-Jo Drugstores, Inc. - Common Stock","S","N","N",100,"N","N"
"720","CKPT","Checkpoint Therapeutics, Inc. - Common Stock","S","N","N",100,"N","N"
"721","CLAR","Clarus Corporation - Common Stock","Q","N","N",100,"N","N"
"722","CLBK","Columbia Financial, Inc. - Common Stock","Q","N","N",100,"N","N"
"723","CLBS","Caladrius Biosciences, Inc. - Common Stock","S","N","N",100,"N","N"
"724","CLCT","Collectors Universe, Inc. - Common Stock","G","N","N",100,"N","N"
"725","CLDB","Cortland Bancorp - Common Stock","S","N","N",100,"N","N"
"726","CLDX","Celldex Therapeutics, Inc. - Common Stock","S","N","N",100,"N","N"
"727","CLEU","China Liberal Education Holdings Limited - Ordinary Shares","S","N","N",100,"N","N"
"728","CLFD","Clearfield, Inc. - Common Stock","G","N","N",100,"N","N"
"729","CLGN","CollPlant Biotechnologies Ltd. - American Depositary Shares","S","N","N",100,"N","N"
"730","CLIR","ClearSign Technologies Corporation - Common Stock","S","N","D",100,"N","N"
"731","CLLS","Cellectis S.A. - American Depositary Shares","G","N","N",100,"N","N"
"732","CLMT","Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests","Q","N","N",100,"N","N"
"733","CLNE","Clean Energy Fuels Corp. - Common Stock","Q","N","N",100,"N","N"
"734","CLOU","Global X Cloud Computing ETF","G","N","N",100,"Y","N"
"735","CLPS","CLPS Incorporation - Common Stock","G","N","N",100,"N","N"
"736","CLPT","ClearPoint Neuro Inc. - Common Stock","S","N","N",100,"N","N"
"737","CLRB","Cellectar Biosciences, Inc. - Common Stock","S","N","N",100,"N","N"
"738","CLRBZ","Cellectar Biosciences, Inc. - Series A Warrants","S","N","N",100,"N","N"
"739","CLRG","IQ Chaikin U.S. Large Cap ETF","G","N","N",100,"Y","N"
"740","CLRO","ClearOne, Inc. - Common Stock","S","N","N",100,"N","N"
"741","CLSD","Clearside Biomedical, Inc. - Common Stock","G","N","N",100,"N","N"
"742","CLSK","CleanSpark, Inc. - Common Stock","S","N","N",100,"N","N"
"743","CLSN","Celsion Corporation - Common Stock","S","N","N",100,"N","N"
"744","CLVS","Clovis Oncology, Inc. - Common Stock","Q","N","N",100,"N","N"
"745","CLWT","Euro Tech Holdings Company Limited - Ordinary Shares","S","N","N",100,"N","N"
"746","CLXT","Calyxt, Inc. - Common Stock","G","N","N",100,"N","N"
"747","CMBM","Cambium Networks Corporation - Ordinary Shares","G","N","N",100,"N","N"
"748","CMCO","Columbus McKinnon Corporation - Common Stock","Q","N","N",100,"N","N"
"749","CMCSA","Comcast Corporation - Class A Common Stock","Q","N","N",100,"N","N"
"750","CMCT","CIM Commercial Trust Corporation - Common Stock","G","N","N",100,"N","N"
"751","CMCTP","CIM Commercial Trust Corporation - Series L Preferred Stock","G","N","N",100,"N","N"
"752","CME","CME Group Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"753","CMFNL","Investcorp Credit Management BDC, Inc. - 6.125% Notes due 2023","Q","N","N",100,"N","N"
"754","CMLFU","CM Life Sciences, Inc. - Unit","S","N","N",100,"N","N"
"755","CMLS","Cumulus Media Inc. - Class A Common Stock","G","N","N",100,"N","N"
"756","CMPI","Checkmate Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"757","CMPR","Cimpress plc - Ordinary Shares","Q","N","N",100,"N","N"
"758","CMPS","COMPASS Pathways Plc - American Depository Shares","Q","N","N",100,"N","N"
"759","CMRX","Chimerix, Inc. - Common Stock","G","N","N",100,"N","N"
"760","CMTL","Comtech Telecommunications Corp. - Common Stock","Q","N","N",100,"N","N"
"761","CNBKA","Century Bancorp, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"762","CNCE","Concert Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"763","CNCR","Loncar Cancer Immunotherapy ETF","G","N","N",100,"Y","N"
"764","CNDT","Conduent Incorporated - Common Stock","Q","N","N",100,"N","N"
"765","CNET","ChinaNet Online Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"766","CNFR","Conifer Holdings, Inc. - Common Stock","G","N","N",100,"N","N"
"767","CNFRL","Conifer Holdings, Inc. - Senior Unsecured Notes","G","N","N",100,"N","N"
"768","CNNB","Cincinnati Bancorp, Inc. - Common Stock","S","N","N",100,"N","N"
"769","CNOB","ConnectOne Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"770","CNSL","Consolidated Communications Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"771","CNSP","CNS Pharmaceuticals, Inc. - Common Stock","S","N","N",100,"N","N"
"772","CNST","Constellation Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"773","CNTG","Centogene N.V. - Common Shares","G","N","N",100,"N","N"
"774","CNTY","Century Casinos, Inc. - Common Stock","S","N","N",100,"N","N"
"775","CNXN","PC Connection, Inc. - Common Stock","Q","N","N",100,"N","N"
"776","COCP","Cocrystal Pharma, Inc. - Common Stock","S","N","N",100,"N","N"
"777","CODA","Coda Octopus Group, Inc. - Common stock","S","N","N",100,"N","N"
"778","CODX","Co-Diagnostics, Inc. - Common Stock","S","N","N",100,"N","N"
"779","COFS","ChoiceOne Financial Services, Inc. - Common Stock","S","N","N",100,"N","N"
"780","COGT","Cogent Biosciences, Inc. - Common Stock","Q","N","N",100,"N","N"
"781","COHR","Coherent, Inc. - Common Stock","Q","N","N",100,"N","N"
"782","COHU","Cohu, Inc. - Common Stock","Q","N","N",100,"N","N"
"783","COKE","Coca-Cola Consolidated, Inc. - Common Stock","Q","N","N",100,"N","N"
"784","COLB","Columbia Banking System, Inc. - Common Stock","Q","N","N",100,"N","N"
"785","COLL","Collegium Pharmaceutical, Inc. - Common Stock","Q","N","N",100,"N","N"
"786","COLM","Columbia Sportswear Company - Common Stock","Q","N","N",100,"N","N"
"787","COMM","CommScope Holding Company, Inc. - Common Stock","Q","N","N",100,"N","N"
"788","COMT","iShares Commodities Select Strategy ETF","G","N","N",100,"Y","N"
"789","CONE","CyrusOne Inc - Common Stock","Q","N","N",100,"N","N"
"790","CONN","Conn's, Inc. - Common Stock","Q","N","N",100,"N","N"
"791","COOP","Mr. Cooper Group Inc. - Common Stock","S","N","N",100,"N","N"
"792","CORE","Core-Mark Holding Company, Inc. - Common Stock","Q","N","N",100,"N","N"
"793","CORT","Corcept Therapeutics Incorporated - Common Stock","S","N","N",100,"N","N"
"794","COST","Costco Wholesale Corporation - Common Stock","Q","N","N",100,"N","N"
"795","COUP","Coupa Software Incorporated - Common Stock","Q","N","N",100,"N","N"
"796","COWN","Cowen Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"797","COWNL","Cowen Inc. - 7.75% Senior Notes due 2033","Q","N","N",100,"N","N"
"798","COWNZ","Cowen Inc. - 7.35% Senior Notes Due 2027","Q","N","N",100,"N","N"
"799","CPAA","Conyers Park II Acquisition Corp. - Class A Common Stock","S","N","N",100,"N","N"
"800","CPAAU","Conyers Park II Acquisition Corp. - Unit","S","N","N",100,"N","N"
"801","CPAAW","Conyers Park II Acquisition Corp. - Warrant","S","N","N",100,"N","N"
"802","CPAH","CounterPath Corporation - Common Stock","S","N","N",100,"N","N"
"803","CPHC","Canterbury Park Holding Corporation - Common Stock","G","N","N",100,"N","N"
"804","CPIX","Cumberland Pharmaceuticals Inc. - Common Stock","Q","N","N",100,"N","N"
"805","CPLP","Capital Product Partners L.P. - common units representing limited partner interests","Q","N","N",100,"N","N"
"806","CPRT","Copart, Inc. - Common Stock","Q","N","N",100,"N","N"
"807","CPRX","Catalyst Pharmaceuticals, Inc. - Common Stock","S","N","N",100,"N","N"
"808","CPSH","CPS Technologies Corp. - Common Stock","S","N","N",100,"N","N"
"809","CPSI","Computer Programs and Systems, Inc. - Common Stock","Q","N","N",100,"N","N"
"810","CPSS","Consumer Portfolio Services, Inc. - Common Stock","G","N","N",100,"N","N"
"811","CPST","Capstone Turbine Corporation - Common Stock","S","N","N",100,"N","N"
"812","CPTA","Capitala Finance Corp. - Common Stock","Q","N","N",100,"N","N"
"813","CPTAG","Capitala Finance Corp. - 5.75% Convertible Notes Due 2022","S","N","N",100,"N","N"
"814","CPTAL","Capitala Finance Corp. - 6% Notes Due 2022","Q","N","N",100,"N","N"
"815","CPZ","Calamos Long/Short Equity & Dynamic Income Trust - Common Stock","Q","N","N",100,"N","N"
"816","CRAI","CRA International,Inc. - Common Stock","Q","N","N",100,"N","N"
"817","CRBP","Corbus Pharmaceuticals Holdings, Inc. - Common Stock","G","N","N",100,"N","N"
"818","CRDF","Cardiff Oncology, Inc. - Common Stock","S","N","N",100,"N","N"
"819","CREE","Cree, Inc. - Common Stock","Q","N","N",100,"N","N"
"820","CREG","China Recycling Energy Corporation - Common Stock","S","N","N",100,"N","N"
"821","CRESY","Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock","Q","N","N",100,"N","N"
"822","CREX","Creative Realities, Inc. - Common Stock","S","N","N",100,"N","N"
"823","CREXW","Creative Realities, Inc. - Warrant","S","N","N",100,"N","N"
"824","CRIS","Curis, Inc. - Common Stock","G","N","N",100,"N","N"
"825","CRMT","America's Car-Mart, Inc. - Common Stock","Q","N","N",100,"N","N"
"826","CRNC","Cerence Inc. - Common Stock","Q","N","N",100,"N","N"
"827","CRNT","Ceragon Networks Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"828","CRNX","Crinetics Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"829","CRON","Cronos Group Inc. - Common Share","G","N","N",100,"N","N"
"830","CROX","Crocs, Inc. - Common Stock","Q","N","N",100,"N","N"
"831","CRSA","Crescent Acquisition Corp - Class A Common Stock","S","N","N",100,"N","N"
"832","CRSAU","Crescent Acquisition Corp - Unit","S","N","N",100,"N","N"
"833","CRSAW","Crescent Acquisition Corp - Warrant","S","N","N",100,"N","N"
"834","CRSP","CRISPR Therapeutics AG - Common Shares","G","N","N",100,"N","N"
"835","CRSR","Corsair Gaming, Inc. - Common Stock","Q","N","N",100,"N","N"
"836","CRTD","Creatd Inc. - Common Stock","S","N","N",100,"N","N"
"837","CRTDW","Creatd Inc. - Warrant","S","N","N",100,"N","N"
"838","CRTO","Criteo S.A. - American Depositary Shares","Q","N","N",100,"N","N"
"839","CRTX","Cortexyme, Inc. - Common Stock","Q","N","N",100,"N","N"
"840","CRUS","Cirrus Logic, Inc. - Common Stock","Q","N","N",100,"N","N"
"841","CRVL","CorVel Corp. - Common Stock","Q","N","N",100,"N","N"
"842","CRVS","Corvus Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"843","CRWD","CrowdStrike Holdings, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"844","CRWS","Crown Crafts, Inc. - Common Stock","S","N","N",100,"N","N"
"845","CSA","VictoryShares US Small Cap Volatility Wtd ETF","G","N","N",100,"Y","N"
"846","CSB","VictoryShares US Small Cap High Div Volatility Wtd ETF","G","N","N",100,"Y","N"
"847","CSBR","Champions Oncology, Inc. - Common Stock","S","N","N",100,"N","N"
"848","CSCO","Cisco Systems, Inc. - Common Stock","Q","N","N",100,"N","N"
"849","CSCW","Color Star Technology Co. Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"850","CSF","VictoryShares US Discovery Enhanced Volatility Wtd ETF","G","N","N",100,"Y","N"
"851","CSGP","CoStar Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"852","CSGS","CSG Systems International, Inc. - Common Stock","Q","N","N",100,"N","N"
"853","CSII","Cardiovascular Systems, Inc. - Common Stock","Q","N","N",100,"N","N"
"854","CSIQ","Canadian Solar Inc. - Common Shares","Q","N","N",100,"N","N"
"855","CSML","IQ Chaikin U.S. Small Cap ETF","G","N","N",100,"Y","N"
"856","CSOD","Cornerstone OnDemand, Inc. - Common Stock","Q","N","N",100,"N","N"
"857","CSPI","CSP Inc. - Common Stock","G","N","N",100,"N","N"
"858","CSQ","Calamos Strategic Total Return Fund - Common Stock","Q","N","N",100,"N","N"
"859","CSSE","Chicken Soup for the Soul Entertainment, Inc. - Class A Common Stock","G","N","N",100,"N","N"
"860","CSSEN","Chicken Soup for the Soul Entertainment, Inc. - 9.50% Notes due 2025","G","N","N",100,"N","N"
"861","CSSEP","Chicken Soup for the Soul Entertainment, Inc. - 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock","G","N","N",100,"N","N"
"862","CSTE","Caesarstone Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"863","CSTL","Castle Biosciences, Inc. - Common stock","G","N","N",100,"N","N"
"864","CSTR","CapStar Financial Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"865","CSWC","Capital Southwest Corporation - Common Stock","Q","N","N",100,"N","N"
"866","CSWCL","Capital Southwest Corporation - 5.95% Notes due 2022","Q","N","N",100,"N","N"
"867","CSWI","CSW Industrials, Inc. - Common Stock","Q","N","N",100,"N","N"
"868","CSX","CSX Corporation - Common Stock","Q","N","N",100,"N","N"
"869","CTAS","Cintas Corporation - Common Stock","Q","N","N",100,"N","N"
"870","CTBI","Community Trust Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"871","CTG","Computer Task Group, Incorporated - Common Stock","Q","N","N",100,"N","N"
"872","CTHR","Charles & Colvard Ltd. - Common Stock","S","N","D",100,"N","N"
"873","CTIB","Yunhong CTI Ltd. - Common Stock","S","N","N",100,"N","N"
"874","CTIC","CTI BioPharma Corp. - Common Stock","S","N","N",100,"N","N"
"875","CTMX","CytomX Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"876","CTRE","CareTrust REIT, Inc. - Common Stock","Q","N","N",100,"N","N"
"877","CTRM","Castor Maritime Inc. - Common Shares","S","N","D",100,"N","N"
"878","CTRN","Citi Trends, Inc. - Common Stock","Q","N","N",100,"N","N"
"879","CTSH","Cognizant Technology Solutions Corporation - Class A Common Stock","Q","N","N",100,"N","N"
"880","CTSO","Cytosorbents Corporation - Common Stock","S","N","N",100,"N","N"
"881","CTXR","Citius Pharmaceuticals, Inc. - Common Stock","S","N","N",100,"N","N"
"882","CTXRW","Citius Pharmaceuticals, Inc. - Warrant","S","N","N",100,"N","N"
"883","CTXS","Citrix Systems, Inc. - Common Stock","Q","N","N",100,"N","N"
"884","CUBA","The Herzfeld Caribbean Basin Fund, Inc. - Closed End FUnd","S","N","N",100,"N","N"
"885","CUE","Cue Biopharma, Inc. - Common Stock","S","N","N",100,"N","N"
"886","CUTR","Cutera, Inc. - Common Stock","Q","N","N",100,"N","N"
"887","CVAC","CureVac N.V. - Ordinary Shares","G","N","N",100,"N","N"
"888","CVBF","CVB Financial Corporation - Common Stock","Q","N","N",100,"N","N"
"889","CVCO","Cavco Industries, Inc. - Common Stock","Q","N","N",100,"N","N"
"890","CVCY","Central Valley Community Bancorp - Common Stock","S","N","N",100,"N","N"
"891","CVET","Covetrus, Inc. - Common Stock","Q","N","N",100,"N","N"
"892","CVGI","Commercial Vehicle Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"893","CVGW","Calavo Growers, Inc. - Common Stock","Q","N","N",100,"N","N"
"894","CVLG","Covenant Logistics Group, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"895","CVLT","Commvault Systems, Inc. - Common Stock","Q","N","N",100,"N","N"
"896","CVLY","Codorus Valley Bancorp, Inc - Common Stock","G","N","N",100,"N","N"
"897","CVV","CVD Equipment Corporation - Common Stock","S","N","N",100,"N","N"
"898","CWBC","Community West Bancshares - Common Stock","G","N","N",100,"N","N"
"899","CWBR","CohBar, Inc. - Common Stock","S","N","N",100,"N","N"
"900","CWCO","Consolidated Water Co. Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"901","CWST","Casella Waste Systems, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"902","CXDC","China XD Plastics Company Limited - Common Stock","G","N","N",100,"N","N"
"903","CXDO","Crexendo, Inc. - Common Stock","S","N","N",100,"N","N"
"904","CXSE","WisdomTree China ex-State-Owned Enterprises Fund","G","N","N",100,"Y","N"
"905","CYAD","Celyad SA - American Depositary Shares","G","N","N",100,"N","N"
"906","CYAN","Cyanotech Corporation - Common Stock","S","N","N",100,"N","N"
"907","CYBE","CyberOptics Corporation - Common Stock","G","N","N",100,"N","N"
"908","CYBR","CyberArk Software Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"909","CYCC","Cyclacel Pharmaceuticals, Inc. - Common Stock","S","N","N",100,"N","N"
"910","CYCCP","Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock","S","N","N",100,"N","N"
"911","CYCN","Cyclerion Therapeutics, Inc. - Common Stock ","Q","N","N",100,"N","N"
"912","CYRN","CYREN Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"913","CYRX","CryoPort, Inc. - Common Stock","S","N","N",100,"N","N"
"914","CYTK","Cytokinetics, Incorporated - Common Stock","Q","N","N",100,"N","N"
"915","CZNC","Citizens & Northern Corp - Common Stock","S","N","N",100,"N","N"
"916","CZR","Caesars Entertainment, Inc. - Common Stock","Q","N","N",100,"N","N"
"917","CZWI","Citizens Community Bancorp, Inc. - Common Stock","G","N","N",100,"N","N"
"918","DADA","Dada Nexus Limited - American Depositary Shares","Q","N","N",100,"N","N"
"919","DAIO","Data I/O Corporation - Common Stock","S","N","N",100,"N","N"
"920","DAKT","Daktronics, Inc. - Common Stock","Q","N","N",100,"N","N"
"921","DALI","First Trust DorseyWright DALI 1 ETF","G","N","N",100,"Y","N"
"922","DARE","Dare Bioscience, Inc. - Common Stock","S","N","N",100,"N","N"
"923","DAX","Global X DAX Germany ETF","G","N","N",100,"Y","N"
"924","DBVT","DBV Technologies S.A. - American Depositary Shares","Q","N","N",100,"N","N"
"925","DBX","Dropbox, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"926","DCOM","Dime Community Bancshares, Inc. - Common Stock","Q","N","N",100,"N","N"
"927","DCOMP","Dime Community Bancshares, Inc. - 5.50% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A","S","N","N",100,"N","N"
"928","DCPH","Deciphera Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"929","DCT","Duck Creek Technologies, Inc. - Common Stock","Q","N","N",100,"N","N"
"930","DCTH","Delcath Systems, Inc. - Common Stock","S","N","N",100,"N","N"
"931","DDIV","First Trust Dorsey Wright Momentum & Dividend ETF","G","N","N",100,"Y","N"
"932","DDOG","Datadog, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"933","DENN","Denny's Corporation - Common Stock","S","N","N",100,"N","N"
"934","DFFN","Diffusion Pharmaceuticals Inc. - Common Stock","S","N","N",100,"N","N"
"935","DFHT","Deerfield Healthcare Technology Acquisitions Corp. - Class A Common Stock","S","N","N",100,"N","N"
"936","DFHTU","Deerfield Healthcare Technology Acquisitions Corp. - Unit","S","N","N",100,"N","N"
"937","DFHTW","Deerfield Healthcare Technology Acquisitions Corp. - Warrant","S","N","N",100,"N","N"
"938","DFNL","Davis Select Financial ETF","G","N","N",100,"Y","N"
"939","DFPH","DFP Healthcare Acquisitions Corp. - Class A Common Stock","S","N","N",100,"N","N"
"940","DFPHU","DFP Healthcare Acquisitions Corp. - Unit","S","N","N",100,"N","N"
"941","DFPHW","DFP Healthcare Acquisitions Corp. - Warrant","S","N","N",100,"N","N"
"942","DGICA","Donegal Group, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"943","DGICB","Donegal Group, Inc. - Class B Common Stock","Q","N","N",100,"N","N"
"944","DGII","Digi International Inc. - Common Stock","Q","N","N",100,"N","N"
"945","DGLY","Digital Ally, Inc. - Common Stock","S","N","N",100,"N","N"
"946","DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","G","N","N",100,"Y","N"
"947","DGRS","WisdomTree U.S. SmallCap Quality Dividend Growth Fund","G","N","N",100,"Y","N"
"948","DGRW","WisdomTree U.S. Quality Dividend Growth Fund","G","N","N",100,"Y","N"
"949","DHC","Diversified Healthcare Trust  - Common Shares of Beneficial Interest","Q","N","N",100,"N","N"
"950","DHCNI","Diversified Healthcare Trust  - 5.625% Senior Notes due 2042","Q","N","N",100,"N","N"
"951","DHCNL","Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046","Q","N","N",100,"N","N"
"952","DHIL","Diamond Hill Investment Group, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"953","DINT","Davis Select International ETF","G","N","N",100,"Y","N"
"954","DIOD","Diodes Incorporated - Common Stock","Q","N","N",100,"N","N"
"955","DISCA","Discovery, Inc. - Series A Common Stock","Q","N","N",100,"N","N"
"956","DISCB","Discovery, Inc. - Series B Common Stock","Q","N","N",100,"N","N"
"957","DISCK","Discovery, Inc. - Series C Common Stock","Q","N","N",100,"N","N"
"958","DISH","DISH Network Corporation - Class A Common Stock","Q","N","N",100,"N","N"
"959","DJCO","Daily Journal Corp. (S.C.) - Common Stock","S","N","N",100,"N","N"
"960","DKNG","DraftKings Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"961","DLHC","DLH Holdings Corp. - Common Stock","S","N","N",100,"N","N"
"962","DLPN","Dolphin Entertainment, Inc. - Common Stock","S","N","D",100,"N","N"
"963","DLPNW","Dolphin Entertainment, Inc. - Warrant","S","N","N",100,"N","N"
"964","DLTH","Duluth Holdings Inc. - Class B Common Stock","Q","N","N",100,"N","N"
"965","DLTR","Dollar Tree, Inc. - Common Stock","Q","N","N",100,"N","N"
"966","DMAC","DiaMedica Therapeutics Inc. - Common Stock","S","N","N",100,"N","N"
"967","DMLP","Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests","Q","N","N",100,"N","N"
"968","DMRC","Digimarc Corporation - Common Stock","Q","N","N",100,"N","N"
"969","DMTK","DermTech, Inc. - Common Stock","S","N","N",100,"N","N"
