"","Symbol","Security.Name","Market.Category","Test.Issue","Financial.Status","Round.Lot.Size","ETF","NextShares"
"2750","PSM","Principal U.S. Small-MidCap Multi-Factor ETF","G","N","N",100,"Y","N"
"2751","PSMT","PriceSmart, Inc. - Common Stock","Q","N","N",100,"N","N"
"2752","PSNL","Personalis, Inc. - Common Stock","G","N","N",100,"N","N"
"2753","PSTI","Pluristem Therapeutics, Inc. - Common Stock","S","N","N",100,"N","N"
"2754","PSTV","PLUS THERAPEUTICS, Inc. - Common Stock","S","N","N",100,"N","N"
"2755","PSTX","Poseida Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"2756","PT","Pintec Technology Holdings Limited - American Depositary Shares","G","N","N",100,"N","N"
"2757","PTAC","PropTech Acquisition Corporation - Class A Common Stock","S","N","N",100,"N","N"
"2758","PTACU","PropTech Acquisition Corporation - Unit","S","N","N",100,"N","N"
"2759","PTACW","PropTech Acquisition Corporation - Warrant","S","N","N",100,"N","N"
"2760","PTC","PTC Inc. - Common Stock","Q","N","N",100,"N","N"
"2761","PTCT","PTC Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"2762","PTE","PolarityTE, Inc. - Common Stock","S","N","N",100,"N","N"
"2763","PTEN","Patterson-UTI Energy, Inc. - Common Stock","Q","N","N",100,"N","N"
"2764","PTF","Invesco DWA Technology Momentum ETF","G","N","N",100,"Y","N"
"2765","PTGX","Protagonist Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2766","PTH","Invesco DWA Healthcare Momentum ETF","G","N","N",100,"Y","N"
"2767","PTI","Proteostasis Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2768","PTMN","Portman Ridge Finance Corporation - common stock","Q","N","N",100,"N","N"
"2769","PTNR","Partner Communications Company Ltd. - American Depositary Shares, each representing one ordinary share","Q","N","N",100,"N","N"
"2770","PTON","Peloton Interactive, Inc. - Common Stock","Q","N","N",100,"N","N"
"2771","PTRS","Partners Bancorp - Common Stock","S","N","N",100,"N","N"
"2772","PTSI","P.A.M. Transportation Services, Inc. - Common Stock","G","N","N",100,"N","N"
"2773","PTVCA","Protective Insurance Corporation - Class A (voting) Common Stock","G","N","N",100,"N","N"
"2774","PTVCB","Protective Insurance Corporation - Class B (nonvoting) Common Stock","G","N","N",100,"N","N"
"2775","PTVE","Pactiv Evergreen Inc. - Common stock","Q","N","N",100,"N","N"
"2776","PUI","Invesco DWA Utilities Momentum ETF","G","N","N",100,"Y","N"
"2777","PULM","Pulmatrix, Inc. - Common Stock","S","N","N",100,"N","N"
"2778","PUYI","Puyi Inc. - American Depository Shares","G","N","N",100,"N","N"
"2779","PVAC","Penn Virginia Corporation - Common Stock","Q","N","N",100,"N","N"
"2780","PVBC","Provident Bancorp, Inc. - Common Stock","S","N","N",100,"N","N"
"2781","PWFL","PowerFleet, Inc. - Common Stock","G","N","N",100,"N","N"
"2782","PWOD","Penns Woods Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"2783","PXI","Invesco DWA Energy Momentum ETF","G","N","N",100,"Y","N"
"2784","PXLW","Pixelworks, Inc. - Common Stock","G","N","N",100,"N","N"
"2785","PXS","Pyxis Tankers Inc. - Common Stock","S","N","D",100,"N","N"
"2786","PXSAP","Pyxis Tankers Inc. - 7.75% Series A Cumulative Redeemable Perpetual Preferred Share","S","N","N",100,"N","N"
"2787","PXSAW","Pyxis Tankers Inc. - Warrant","S","N","N",100,"N","N"
"2788","PY","Principal Value ETF","G","N","N",100,"Y","N"
"2789","PYPD","PolyPid Ltd. - Ordinary Shares","G","N","N",100,"N","N"
"2790","PYPL","PayPal Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"2791","PYZ","Invesco DWA Basic Materials Momentum ETF","G","N","N",100,"Y","N"
"2792","PZZA","Papa John's International, Inc. - Common Stock","Q","N","N",100,"N","N"
"2793","QABA","First Trust NASDAQ ABA Community Bank Index Fund","G","N","N",100,"Y","N"
"2794","QADA","QAD Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"2795","QADB","QAD Inc. - Class B Common Stock","Q","N","N",100,"N","N"
"2796","QAT","iShares MSCI Qatar ETF","G","N","N",100,"Y","N"
"2797","QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","G","N","N",100,"Y","N"
"2798","QCOM","QUALCOMM Incorporated - Common Stock","Q","N","N",100,"N","N"
"2799","QCRH","QCR Holdings, Inc. - Common Stock","G","N","N",100,"N","N"
"2800","QDEL","Quidel Corporation - Common Stock","Q","N","N",100,"N","N"
"2801","QELLU","Qell Acquisition Corp. - Unit","S","N","N",100,"N","N"
"2802","QFIN","360 DigiTech, Inc. - American Depositary Shares","G","N","N",100,"N","N"
"2803","QH","Quhuo Limited - American Depository Shares","G","N","N",100,"N","N"
"2804","QIWI","QIWI plc - American Depositary Shares","Q","N","N",100,"N","N"
"2805","QK","Q&K International Group Limited - American Depositary Shares","G","N","N",100,"N","N"
"2806","QLGN","Qualigen Therapeutics, Inc. - Common Stock","S","N","N",100,"N","N"
"2807","QLYS","Qualys, Inc. - Common Stock","Q","N","N",100,"N","N"
"2808","QMCO","Quantum Corporation - Common Stock","G","N","N",100,"N","N"
"2809","QNST","QuinStreet, Inc. - Common Stock","Q","N","N",100,"N","N"
"2810","QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","G","N","N",100,"Y","N"
"2811","QQQ","Invesco QQQ Trust, Series 1","G","N","N",100,"Y","N"
"2812","QQQN","VictoryShares Nasdaq Next 50 ETF","G","N","N",100,"Y","N"
"2813","QQQX","Nuveen NASDAQ 100 Dynamic Overwrite Fund - Shares of Beneficial Interest","Q","N","N",100,"N","N"
"2814","QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","G","N","N",100,"Y","N"
"2815","QRHC","Quest Resource Holding Corporation - Common Stock","S","N","N",100,"N","N"
"2816","QRTEA","Qurate Retail, Inc. - Series A Common Stock","Q","N","N",100,"N","N"
"2817","QRTEB","Qurate Retail, Inc. - Series B Common Stock","Q","N","N",100,"N","N"
"2818","QRTEP","Qurate Retail, Inc. - 8.0% Fixed Rate Cumulative Redeemable Preferred Stock","Q","N","N",100,"N","N"
"2819","QRVO","Qorvo, Inc. - Common Stock","Q","N","N",100,"N","N"
"2820","QTEC","First Trust NASDAQ-100- Technology Index Fund","G","N","N",100,"Y","N"
"2821","QTNT","Quotient Limited - Ordinary Shares","G","N","N",100,"N","N"
"2822","QTRX","Quanterix Corporation - Common Stock","G","N","N",100,"N","N"
"2823","QTT","Qutoutiao Inc. - American Depositary Shares","Q","N","N",100,"N","N"
"2824","QUIK","QuickLogic Corporation - Common Stock","S","N","N",100,"N","N"
"2825","QUMU","Qumu Corporation - Common Stock","S","N","N",100,"N","N"
"2826","QURE","uniQure N.V. - Ordinary Shares","Q","N","N",100,"N","N"
"2827","QYLD","Global X NASDAQ-100 Covered Call ETF","G","N","N",100,"Y","N"
"2828","QYLG","Global X Nasdaq 100 Covered Call & Growth ETF","G","N","N",100,"Y","N"
"2829","RACA","Therapeutics Acquisition Corp. - Class A Common Stock","S","N","N",100,"N","N"
"2830","RADA","RADA Electronic Industries Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"2831","RADI","Radius Global Infrastructure, Inc. - Common Stock","G","N","N",100,"N","N"
"2832","RAIL","Freightcar America, Inc. - Common Stock","Q","N","N",100,"N","N"
"2833","RAND","Rand Capital Corporation - Common Stock","S","N","N",100,"N","N"
"2834","RAPT","RAPT Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2835","RARE","Ultragenyx Pharmaceutical Inc. - Common Stock","Q","N","N",100,"N","N"
"2836","RAVE","Rave Restaurant Group, Inc. - Common Stock","S","N","D",100,"N","N"
"2837","RAVN","Raven Industries, Inc. - Common Stock","Q","N","N",100,"N","N"
"2838","RBB","RBB Bancorp - Common Stock","Q","N","N",100,"N","N"
"2839","RBBN","Ribbon Communications Inc.  - Common Stock","Q","N","N",100,"N","N"
"2840","RBCAA","Republic Bancorp, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"2841","RBCN","Rubicon Technology, Inc. - Common Stock","S","N","N",100,"N","N"
"2842","RBKB","Rhinebeck Bancorp, Inc. - Common Stock","S","N","N",100,"N","N"
"2843","RBNC","Reliant Bancorp, Inc. - Common Stock","S","N","N",100,"N","N"
"2844","RCEL","Avita Therapeutics, Inc. - Common Stock","S","N","N",100,"N","N"
"2845","RCHGU","Recharge Acquisition Corp. - Unit","S","N","N",100,"N","N"
"2846","RCII","Rent-A-Center Inc. - Common Stock","Q","N","N",100,"N","N"
"2847","RCKT","Rocket Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"2848","RCKY","Rocky Brands, Inc. - Common Stock","Q","N","N",100,"N","N"
"2849","RCM","R1 RCM Inc. - Common Stock","Q","N","N",100,"N","N"
"2850","RCMT","RCM Technologies, Inc. - Common Stock","G","N","N",100,"N","N"
"2851","RCON","Recon Technology, Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"2852","RDCM","Radcom Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"2853","RDFN","Redfin Corporation - Common Stock","Q","N","N",100,"N","N"
"2854","RDHL","Redhill Biopharma Ltd. - American Depositary Shares","G","N","N",100,"N","N"
"2855","RDI","Reading International Inc - Class A Non-voting Common Stock","S","N","N",100,"N","N"
"2856","RDIB","Reading International Inc - Class B Voting Common Stock","S","N","N",100,"N","N"
"2857","RDNT","RadNet, Inc. - Common Stock","G","N","N",100,"N","N"
"2858","RDUS","Radius Health, Inc. - Common Stock","G","N","N",100,"N","N"
"2859","RDVT","Red Violet, Inc. - Common Stock ","S","N","N",100,"N","N"
"2860","RDVY","First Trust Rising Dividend Achievers ETF","G","N","N",100,"Y","N"
"2861","RDWR","Radware Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"2862","REAL","The RealReal, Inc. - Common Stock","Q","N","D",100,"N","N"
"2863","REDU","RISE Education Cayman Ltd - American Depositary Shares","G","N","N",100,"N","N"
"2864","REED","Reeds, Inc. - Common Stock","S","N","N",100,"N","N"
"2865","REFR","Research Frontiers Incorporated - Common Stock","S","N","N",100,"N","N"
"2866","REG","Regency Centers Corporation - Common Stock","Q","N","N",100,"N","N"
"2867","REGI","Renewable Energy Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"2868","REGN","Regeneron Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"2869","REKR","Rekor Systems, Inc. - Common Stock","S","N","N",100,"N","N"
"2870","RELL","Richardson Electronics, Ltd. - Common Stock","Q","N","N",100,"N","N"
"2871","RELV","Reliv' International, Inc. - Common Stock","S","N","N",100,"N","N"
"2872","REPH","Recro Pharma, Inc. - Common Stock","S","N","N",100,"N","N"
"2873","REPL","Replimune Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"2874","RESN","Resonant Inc. - Common Stock","S","N","N",100,"N","N"
"2875","RETA","Reata Pharmaceuticals, Inc. - Class A Common Stock","G","N","N",100,"N","N"
"2876","RETO","ReTo Eco-Solutions, Inc. - Common Shares","S","N","H",100,"N","N"
"2877","REXN","Rexahn Pharmaceuticals, Inc. - Common Stock","S","N","N",100,"N","N"
"2878","REYN","Reynolds Consumer Products Inc. - Common Stock","Q","N","N",100,"N","N"
"2879","RFAP","First Trust RiverFront Dynamic Asia Pacific ETF","G","N","N",100,"Y","N"
"2880","RFDI","First Trust RiverFront Dynamic Developed International ETF","G","N","N",100,"Y","N"
"2881","RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","G","N","N",100,"Y","N"
"2882","RFEU","First Trust RiverFront Dynamic Europe ETF","G","N","N",100,"Y","N"
"2883","RFIL","RF Industries, Ltd. - Common Stock","G","N","N",100,"N","N"
"2884","RGCO","RGC Resources Inc. - Common Stock","G","N","N",100,"N","N"
"2885","RGEN","Repligen Corporation - Common Stock","Q","N","N",100,"N","N"
"2886","RGLD","Royal Gold, Inc. - Common Stock","Q","N","N",100,"N","N"
"2887","RGLS","Regulus Therapeutics Inc. - Common Stock","S","N","D",100,"N","N"
"2888","RGNX","REGENXBIO Inc. - Common Stock","Q","N","N",100,"N","N"
"2889","RGP","Resources Connection, Inc. - Common Stock","Q","N","N",100,"N","N"
"2890","RIBT","RiceBran Technologies - Common Stock","S","N","D",100,"N","N"
"2891","RICK","RCI Hospitality Holdings, Inc. - Common Stock","G","N","N",100,"N","N"
"2892","RIGL","Rigel Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"2893","RILY","B. Riley Financial, Inc. - Common Stock","G","N","N",100,"N","N"
"2894","RILYG","B. Riley Financial, Inc. - 7.25% Senior Notes due 2027","G","N","N",100,"N","N"
"2895","RILYH","B. Riley Financial, Inc. - 7.375% Senior Notes Due 2023","G","N","N",100,"N","N"
"2896","RILYI","B. Riley Financial, Inc. - 6.875% Senior Notes due 2023","G","N","N",100,"N","N"
"2897","RILYL","B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series B Cumulative Perpetual Preferred Stock","G","N","N",100,"N","N"
"2898","RILYM","B. Riley Financial, Inc. - 6.375% Senior Notes due 2025","G","N","N",100,"N","N"
"2899","RILYN","B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026","G","N","N",100,"N","N"
"2900","RILYO","B. Riley Financial, Inc. - 6.75% Senior Notes due 2024","G","N","N",100,"N","N"
"2901","RILYP","B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock","G","N","N",100,"N","N"
"2902","RILYZ","B. Riley Financial, Inc. - 7.50% Senior Notes Due 2027","G","N","N",100,"N","N"
"2903","RING","iShares MSCI Global Gold Miners ETF","G","N","N",100,"Y","N"
"2904","RIOT","Riot Blockchain, Inc - Common Stock","S","N","N",100,"N","N"
"2905","RIVE","Riverview Financial Corporation - Common Stock","G","N","N",100,"N","N"
"2906","RKDA","Arcadia Biosciences, Inc. - Common Stock","S","N","N",100,"N","N"
"2907","RLAY","Relay Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2908","RLMD","Relmada Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"2909","RMBI","Richmond Mutual Bancorporation, Inc. - Common Stock","S","N","N",100,"N","N"
"2910","RMBL","RumbleOn, Inc. - Class B Common Stock","S","N","N",100,"N","N"
"2911","RMBS","Rambus, Inc. - Common Stock","Q","N","N",100,"N","N"
"2912","RMCF","Rocky Mountain Chocolate Factory, Inc. - Common Stock","G","N","N",100,"N","N"
"2913","RMNI","Rimini Street, Inc. - Common Stock","G","N","N",100,"N","N"
"2914","RMR","The RMR Group Inc. - Class A Common Stock","S","N","N",100,"N","N"
"2915","RMRM","RMR Mortgage Trust - Common Stock","S","N","N",100,"N","N"
"2916","RMTI","Rockwell Medical, Inc. - Common Stock","G","N","N",100,"N","N"
"2917","RNA","Avidity Biosciences, Inc. - Common Stock","G","N","N",100,"N","N"
"2918","RNDB","Randolph Bancorp, Inc. - Common Stock","G","N","N",100,"N","N"
"2919","RNDM","First Trust Developed International Equity Select ETF","G","N","N",100,"Y","N"
"2920","RNDV","First Trust US Equity Dividend Select ETF","G","N","N",100,"Y","N"
"2921","RNEM","First Trust Emerging Markets Equity Select ETF","G","N","N",100,"Y","N"
"2922","RNET","RigNet, Inc. - Common Stock","Q","N","N",100,"N","N"
"2923","RNLC","First Trust Large Cap US Equity Select ETF","G","N","N",100,"Y","N"
"2924","RNLX","Renalytix AI plc - American Depositary Shares","G","N","N",100,"N","N"
"2925","RNMC","First Trust Mid Cap US Equity Select ETF","G","N","N",100,"Y","N"
"2926","RNSC","First Trust Small Cap US Equity Select ETF","G","N","N",100,"Y","N"
"2927","RNST","Renasant Corporation - Common Stock","Q","N","N",100,"N","N"
"2928","RNWK","RealNetworks, Inc. - Common Stock","Q","N","N",100,"N","N"
"2929","ROAD","Construction Partners, Inc. - Common Stock","Q","N","N",100,"N","N"
"2930","ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF","G","N","N",100,"Y","N"
"2931","ROCH","Roth CH Acquisition I Co. - Common Stock","S","N","N",100,"N","N"
"2932","ROCHU","Roth CH Acquisition I Co. - Unit","S","N","N",100,"N","N"
"2933","ROCHW","Roth CH Acquisition I Co. - Warrant","S","N","N",100,"N","N"
"2934","ROCK","Gibraltar Industries, Inc. - Common Stock","Q","N","N",100,"N","N"
"2935","ROIC","Retail Opportunity Investments Corp. - Common Stock","Q","N","N",100,"N","N"
"2936","ROKU","Roku, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"2937","ROLL","RBC Bearings Incorporated - Common Stock","Q","N","N",100,"N","N"
"2938","ROST","Ross Stores, Inc. - Common Stock","Q","N","N",100,"N","N"
"2939","RP","RealPage, Inc. - Common Stock","Q","N","N",100,"N","N"
"2940","RPAY","Repay Holdings Corporation - Class A Common Stock","S","N","N",100,"N","N"
"2941","RPD","Rapid7, Inc. - Common Stock","G","N","N",100,"N","N"
"2942","RPRX","Royalty Pharma plc - Class A Ordinary Shares","Q","N","N",100,"N","N"
"2943","RPTX","Repare Therapeutics Inc. - Common Shares","Q","N","N",100,"N","N"
"2944","RRBI","Red River Bancshares, Inc. - Common Stock","Q","N","N",100,"N","N"
"2945","RRGB","Red Robin Gourmet Burgers, Inc. - Common Stock","Q","N","N",100,"N","N"
"2946","RRR","Red Rock Resorts, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"2947","RSSS","Research Solutions, Inc - Common Stock","S","N","N",100,"N","N"
"2948","RTH","VanEck Vectors Retail ETF","G","N","N",100,"Y","N"
"2949","RTLR","Rattler Midstream LP - Common Units Representing Limited Partnership Interests","Q","N","N",100,"N","N"
"2950","RTRX","Retrophin, Inc. - Common Stock","G","N","N",100,"N","N"
"2951","RUBY","Rubius Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"2952","RUHN","Ruhnn Holding Limited - American Depositary Shares","Q","N","N",100,"N","N"
"2953","RUN","Sunrun Inc. - Common Stock","Q","N","N",100,"N","N"
"2954","RUSHA","Rush Enterprises, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"2955","RUSHB","Rush Enterprises, Inc. - Class B Common Stock","Q","N","N",100,"N","N"
"2956","RUTH","Ruth's Hospitality Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"2957","RVMD","Revolution Medicines, Inc. - Common Stock","Q","N","N",100,"N","N"
"2958","RVNC","Revance Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2959","RVSB","Riverview Bancorp Inc - Common Stock","Q","N","N",100,"N","N"
"2960","RWLK","ReWalk Robotics Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"2961","RXT","Rackspace Technology, Inc. - Common Stock","Q","N","N",100,"N","N"
"2962","RYAAY","Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares","Q","N","N",100,"N","N"
"2963","RYTM","Rhythm Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"2964","SABR","Sabre Corporation - Common Stock","Q","N","N",100,"N","N"
"2965","SABRP","Sabre Corporation - 6.50% Series A Mandatory Convertible Preferred Stock","Q","N","N",100,"N","N"
"2966","SAFM","Sanderson Farms, Inc. - Common Stock","Q","N","N",100,"N","N"
"2967","SAFT","Safety Insurance Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"2968","SAGE","Sage Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2969","SAIA","Saia, Inc. - Common Stock","Q","N","N",100,"N","N"
"2970","SAII","Software Acquisition Group Inc. II - Class A Common Stock","S","N","N",100,"N","N"
"2971","SAIIU","Software Acquisition Group Inc. II - Unit","S","N","N",100,"N","N"
"2972","SAIIW","Software Acquisition Group Inc. II - Warrant","S","N","N",100,"N","N"
"2973","SAL","Salisbury Bancorp, Inc. - Common Stock","S","N","N",100,"N","N"
"2974","SALM","Salem Media Group, Inc. - Class A Common Stock","G","N","N",100,"N","N"
"2975","SAMA","Schultze Special Purpose Acquisition Corp. - Common Stock","S","N","N",100,"N","N"
"2976","SAMAU","Schultze Special Purpose Acquisition Corp. - Unit","S","N","N",100,"N","N"
"2977","SAMAW","Schultze Special Purpose Acquisition Corp. - Warrant","S","N","N",100,"N","N"
"2978","SAMG","Silvercrest Asset Management Group Inc. - Common Stock","G","N","N",100,"N","N"
"2979","SANM","Sanmina Corporation - Common Stock","Q","N","N",100,"N","N"
"2980","SANW","S&W Seed Company - Common Stock","S","N","N",100,"N","N"
"2981","SAQN","Software Acquisition Group Inc. - Class A Common Stock","S","N","N",100,"N","N"
"2982","SAQNU","Software Acquisition Group Inc. - Unit","S","N","N",100,"N","N"
"2983","SAQNW","Software Acquisition Group Inc. - Warrant","S","N","N",100,"N","N"
"2984","SASR","Sandy Spring Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"2985","SATS","EchoStar Corporation - Common stock","Q","N","N",100,"N","N"
"2986","SAVA","Cassava Sciences, Inc. - Common Stock","S","N","N",100,"N","N"
"2987","SBAC","SBA Communications Corporation - Class A Common Stock","Q","N","N",100,"N","N"
"2988","SBBP","Strongbridge Biopharma plc - Ordinary Shares","Q","N","N",100,"N","N"
"2989","SBCF","Seacoast Banking Corporation of Florida - Common Stock","Q","N","N",100,"N","N"
"2990","SBFG","SB Financial Group, Inc. - Common Stock","S","N","N",100,"N","N"
"2991","SBGI","Sinclair Broadcast Group, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"2992","SBLK","Star Bulk Carriers Corp. - Common Shares","Q","N","N",100,"N","N"
"2993","SBLKZ","Star Bulk Carriers Corp. - 8.30% Senior Notes due 2022","Q","N","N",100,"N","N"
"2994","SBNY","Signature Bank - Common Stock","Q","N","N",100,"N","N"
"2995","SBPH","Spring Bank Pharmaceuticals, Inc. - Common Stock","S","N","N",100,"N","N"
"2996","SBRA","Sabra Health Care REIT, Inc. - Common Stock","Q","N","N",100,"N","N"
"2997","SBSI","Southside Bancshares, Inc. - Common Stock","Q","N","N",100,"N","N"
"2998","SBT","Sterling Bancorp, Inc. - Common Stock","S","N","E",100,"N","N"
"2999","SBUX","Starbucks Corporation - Common Stock","Q","N","N",100,"N","N"
"3000","SCHL","Scholastic Corporation - Common Stock","Q","N","N",100,"N","N"
"3001","SCHN","Schnitzer Steel Industries, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"3002","SCKT","Socket Mobile, Inc. - Common Stock","S","N","N",100,"N","N"
"3003","SCOR","comScore, Inc. - Common Stock","Q","N","N",100,"N","N"
"3004","SCPH","scPharmaceuticals Inc. - Common Stock","Q","N","N",100,"N","N"
"3005","SCPL","SciPlay Corporation - Class A Common Stock","Q","N","N",100,"N","N"
"3006","SCSC","ScanSource, Inc. - Common Stock","Q","N","N",100,"N","N"
"3007","SCVL","Shoe Carnival, Inc. - Common Stock","Q","N","N",100,"N","N"
"3008","SCWX","SecureWorks Corp. - Class A Common Stock","Q","N","N",100,"N","N"
"3009","SCYX","SCYNEXIS, Inc. - Common Stock","G","N","N",100,"N","N"
"3010","SCZ","iShares MSCI EAFE Small-Cap ETF","G","N","N",100,"Y","N"
"3011","SDC","SmileDirectClub, Inc. - Common Stock","Q","N","N",100,"N","N"
"3012","SDG","iShares MSCI Global Impact ETF","G","N","N",100,"Y","N"
"3013","SDGR","Schrodinger, Inc. - Common Stock","Q","N","N",100,"N","N"
"3014","SDVY","First Trust SMID Cap Rising Dividend Achievers ETF","G","N","N",100,"Y","N"
"3015","SEAC","SeaChange International, Inc. - Common Stock","Q","N","N",100,"N","N"
"3016","SECO","Secoo Holding Limited - American Depositary Shares","G","N","N",100,"N","N"
"3017","SEDG","SolarEdge Technologies, Inc. - Common Stock","Q","N","N",100,"N","N"
"3018","SEED","Origin Agritech Limited - Common Stock","S","N","N",100,"N","N"
"3019","SEEL","Seelos Therapeutics, Inc. - Common Stock","S","N","N",100,"N","N"
"3020","SEIC","SEI Investments Company - Common Stock","Q","N","N",100,"N","N"
"3021","SELB","Selecta Biosciences, Inc. - Common Stock","G","N","N",100,"N","N"
"3022","SELF","Global Self Storage, Inc. - Common Stock","S","N","N",100,"N","N"
"3023","SENEA","Seneca Foods Corp. - Class A Common Stock","Q","N","N",100,"N","N"
"3024","SENEB","Seneca Foods Corp. - Class B Common Stock","Q","N","N",100,"N","N"
"3025","SESN","Sesen Bio, Inc. - Common Stock","G","N","N",100,"N","N"
"3026","SFBC","Sound Financial Bancorp, Inc. - Common Stock","S","N","N",100,"N","N"
"3027","SFBS","ServisFirst Bancshares, Inc. - Common Stock","Q","N","N",100,"N","N"
"3028","SFET","Safe-T Group Ltd. - American Depositary Shares","S","N","N",100,"N","N"
"3029","SFIX","Stitch Fix, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"3030","SFM","Sprouts Farmers Market, Inc. - Common Stock","Q","N","N",100,"N","N"
"3031","SFNC","Simmons First National Corporation - Common Stock","Q","N","N",100,"N","N"
"3032","SFST","Southern First Bancshares, Inc. - Common Stock","G","N","N",100,"N","N"
"3033","SG","Sirius International Insurance Group, Ltd. - Common Share","Q","N","N",100,"N","N"
"3034","SGA","Saga Communications, Inc. - Class A Common Stock","G","N","N",100,"N","N"
"3035","SGBX","SG Blocks, Inc. - Common Stock","S","N","N",100,"N","N"
"3036","SGC","Superior Group of Companies, Inc. - Common Stock","G","N","N",100,"N","N"
"3037","SGEN","Seagen Inc.  - Common Stock","Q","N","N",100,"N","N"
"3038","SGH","SMART Global Holdings, Inc. - Ordinary Shares","Q","N","N",100,"N","N"
"3039","SGLB","Sigma Labs, Inc. - Common Stock","S","N","N",100,"N","N"
"3040","SGLBW","Sigma Labs, Inc. - Warrant","S","N","N",100,"N","N"
"3041","SGMA","SigmaTron International, Inc. - Common Stock","S","N","N",100,"N","N"
"3042","SGMO","Sangamo Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"3043","SGMS","Scientific Games Corp - Common Stock","Q","N","N",100,"N","N"
"3044","SGOC","SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)","S","N","N",100,"N","N"
"3045","SGRP","SPAR Group, Inc. - Common Stock","S","N","D",100,"N","N"
"3046","SGRY","Surgery Partners, Inc. - Common Stock","Q","N","N",100,"N","N"
"3047","SHBI","Shore Bancshares Inc - Common Stock","Q","N","N",100,"N","N"
"3048","SHEN","Shenandoah Telecommunications Co - Common Stock","Q","N","N",100,"N","N"
"3049","SHIP","Seanergy Maritime Holdings Corp - Common Stock","S","N","D",100,"N","N"
"3050","SHIPW","Seanergy Maritime Holdings Corp - Class A Warrants","S","N","N",100,"N","N"
"3051","SHIPZ","Seanergy Maritime Holdings Corp - Class B Warrant","S","N","N",100,"N","N"
"3052","SHOO","Steven Madden, Ltd. - Common Stock","Q","N","N",100,"N","N"
"3053","SHSP","SharpSpring, Inc. - Common Stock","S","N","N",100,"N","N"
"3054","SHV","iShares Short Treasury Bond ETF","G","N","N",100,"Y","N"
"3055","SHY","iShares 1-3 Year Treasury Bond ETF","G","N","N",100,"Y","N"
"3056","SHYF","The Shyft Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"3057","SIBN","SI-BONE, Inc. - Common Stock","G","N","N",100,"N","N"
"3058","SIC","Select Interior Concepts, Inc. - Class A Common Stock","S","N","N",100,"N","N"
"3059","SIEB","Siebert Financial Corp. - Common Stock","S","N","N",100,"N","N"
"3060","SIEN","Sientra, Inc. - Common Stock","Q","N","N",100,"N","N"
"3061","SIFY","Sify Technologies Limited - American Depository Shares, each represented by one Equity Share","S","N","N",100,"N","N"
"3062","SIGA","SIGA Technologies Inc. - Common Stock","G","N","N",100,"N","N"
"3063","SIGI","Selective Insurance Group, Inc. - Common Stock","Q","N","N",100,"N","N"
