"","date","FVCB"
"975","2019-03-20",17.360001
"976","2019-03-21",17.190001
"977","2019-03-22",17.1
"978","2019-03-25",16.790001
"979","2019-03-26",17.190001
"980","2019-03-27",16.969999
"981","2019-03-28",16.92
"982","2019-03-29",16.91
"983","2019-04-01",16.950001
"984","2019-04-02",17.02
"985","2019-04-03",16.99
"986","2019-04-04",16.98
"987","2019-04-05",17.129999
"988","2019-04-08",16.940001
"989","2019-04-09",16.870001
"990","2019-04-10",16.82
"991","2019-04-11",16.42
"992","2019-04-12",16.450001
"993","2019-04-15",16.42
"994","2019-04-16",16.629999
"995","2019-04-17",16.57
"996","2019-04-18",16.74
"997","2019-04-22",16.040001
"998","2019-04-23",16.129999
"999","2019-04-24",16.049999
"1000","2019-04-25",16.200001
"1001","2019-04-26",16.25
"1002","2019-04-29",16.25
"1003","2019-04-30",16.4
"1004","2019-05-01",16.379999
"1005","2019-05-02",16.690001
"1006","2019-05-03",16.74
"1007","2019-05-06",16.700001
"1008","2019-05-07",16.379999
"1009","2019-05-08",16.639999
"1010","2019-05-09",16.629999
"1011","2019-05-10",16.799999
"1012","2019-05-13",17.129999
"1013","2019-05-14",17.49
"1014","2019-05-15",17.49
"1015","2019-05-16",17.67
"1016","2019-05-17",17.25
"1017","2019-05-20",16.99
"1018","2019-05-21",17.32
"1019","2019-05-22",17
"1020","2019-05-23",17.58
"1021","2019-05-24",17.74
"1022","2019-05-28",17.98
"1023","2019-05-29",17.879999
"1024","2019-05-30",17.940001
"1025","2019-05-31",17.75
"1026","2019-06-03",17.85
"1027","2019-06-04",17.57
"1028","2019-06-05",17.92
"1029","2019-06-06",17.98
"1030","2019-06-07",18
"1031","2019-06-10",18.09
"1032","2019-06-11",18.09
"1033","2019-06-12",18.25
"1034","2019-06-13",19
"1035","2019-06-14",18.65
"1036","2019-06-17",18.9
"1037","2019-06-18",18.889999
"1038","2019-06-19",18.9
"1039","2019-06-20",18.9
"1040","2019-06-21",18.9
"1041","2019-06-24",18.9
"1042","2019-06-25",18.889999
"1043","2019-06-26",18.799999
"1044","2019-06-27",19
"1045","2019-06-28",19.42
"1046","2019-07-01",19.209999
"1047","2019-07-02",19.120001
"1048","2019-07-03",18.77
"1049","2019-07-05",19.129999
"1050","2019-07-08",19.16
"1051","2019-07-09",19.209999
"1052","2019-07-10",19.09
"1053","2019-07-11",19.219999
"1054","2019-07-12",19.5
"1055","2019-07-15",19.209999
"1056","2019-07-16",19.059999
"1057","2019-07-17",18.99
"1058","2019-07-18",18.99
"1059","2019-07-19",18.35
"1060","2019-07-22",17.25
"1061","2019-07-23",17.18
"1062","2019-07-24",17.59
"1063","2019-07-25",17.059999
"1064","2019-07-26",17.5
"1065","2019-07-29",17.15
"1066","2019-07-30",17.52
"1067","2019-07-31",18.02
"1068","2019-08-01",17.129999
"1069","2019-08-02",17.549999
"1070","2019-08-05",17.08
"1071","2019-08-06",17.040001
"1072","2019-08-07",16.83
"1073","2019-08-08",17
"1074","2019-08-09",17.35
"1075","2019-08-12",17.309999
"1076","2019-08-13",17.6
"1077","2019-08-14",17.08
"1078","2019-08-15",16.959999
"1079","2019-08-16",16.870001
"1080","2019-08-19",17
"1081","2019-08-20",16.870001
"1082","2019-08-21",17
"1083","2019-08-22",16.879999
"1084","2019-08-23",16.549999
"1085","2019-08-26",16.59
"1086","2019-08-27",16.5
"1087","2019-08-28",16.469999
"1088","2019-08-29",16.889999
"1089","2019-08-30",16.549999
"1090","2019-09-03",16.25
"1091","2019-09-04",16.379999
"1092","2019-09-05",16.549999
"1093","2019-09-06",16.549999
"1094","2019-09-09",17.799999
"1095","2019-09-10",18.75
"1096","2019-09-11",18.82
"1097","2019-09-12",18.889999
"1098","2019-09-13",19.299999
"1099","2019-09-16",19.35
"1100","2019-09-17",19.35
"1101","2019-09-18",19.299999
"1102","2019-09-19",19.290001
"1103","2019-09-20",18.68
"1104","2019-09-23",18.16
"1105","2019-09-24",17.49
"1106","2019-09-25",17.82
"1107","2019-09-26",17.67
"1108","2019-09-27",17.549999
"1109","2019-09-30",17.559999
"1110","2019-10-01",17.58
"1111","2019-10-02",17.27
"1112","2019-10-03",16.85
"1113","2019-10-04",17.370001
"1114","2019-10-07",17.35
"1115","2019-10-08",17.299999
"1116","2019-10-09",17.41
"1117","2019-10-10",17.4
"1118","2019-10-11",17.67
"1119","2019-10-14",17.74
"1120","2019-10-15",17.9
"1121","2019-10-16",17.780001
"1122","2019-10-17",17.65
"1123","2019-10-18",17.459999
"1124","2019-10-21",17.469999
"1125","2019-10-22",17.43
"1126","2019-10-23",17.469999
"1127","2019-10-24",17.27
"1128","2019-10-25",17.280001
"1129","2019-10-28",17.440001
"1130","2019-10-29",17.299999
"1131","2019-10-30",17.299999
"1132","2019-10-31",17.219999
"1133","2019-11-01",17.24
"1134","2019-11-04",17.209999
"1135","2019-11-05",17.299999
"1136","2019-11-06",17.190001
"1137","2019-11-07",17.35
"1138","2019-11-08",17.280001
"1139","2019-11-11",17.379999
"1140","2019-11-12",17.35
"1141","2019-11-13",17.370001
"1142","2019-11-14",17.389999
"1143","2019-11-15",17.35
"1144","2019-11-18",17.24
"1145","2019-11-19",17.280001
"1146","2019-11-20",17.059999
"1147","2019-11-21",17.07
"1148","2019-11-22",17.030001
"1149","2019-11-25",17.209999
"1150","2019-11-26",17.110001
"1151","2019-11-27",17.299999
"1152","2019-11-29",17.129999
"1153","2019-12-02",17.08
"1154","2019-12-03",16.93
"1155","2019-12-04",16.870001
"1156","2019-12-05",16.91
"1157","2019-12-06",16.950001
"1158","2019-12-09",16.93
"1159","2019-12-10",17.370001
"1160","2019-12-11",17
"1161","2019-12-12",17.1
"1162","2019-12-13",17.040001
"1163","2019-12-16",17.15
"1164","2019-12-17",17.120001
"1165","2019-12-18",17.25
"1166","2019-12-19",17.450001
"1167","2019-12-20",17.469999
"1168","2019-12-23",17.5
"1169","2019-12-24",17.5
"1170","2019-12-26",17.379999
"1171","2019-12-27",17.280001
"1172","2019-12-30",17.450001
"1173","2019-12-31",17.469999
"1174","2020-01-02",17.35
"1175","2020-01-03",17.290001
"1176","2020-01-06",17.52
"1177","2020-01-07",17.35
"1178","2020-01-08",17.389999
"1179","2020-01-09",17.5
"1180","2020-01-10",17.280001
"1181","2020-01-13",17.379999
"1182","2020-01-14",17.209999
"1183","2020-01-15",17.15
"1184","2020-01-16",16.92
"1185","2020-01-17",16.889999
"1186","2020-01-21",16.530001
"1187","2020-01-22",16.82
"1188","2020-01-23",16.65
"1189","2020-01-24",16.700001
"1190","2020-01-27",16.58
"1191","2020-01-28",16.375
"1192","2020-01-29",16.23
"1193","2020-01-30",16.24
"1194","2020-01-31",15.95
"1195","2020-02-03",15.95
"1196","2020-02-04",16.360001
"1197","2020-02-05",17.01
"1198","2020-02-06",16.68
"1199","2020-02-07",16.690001
"1200","2020-02-10",16.700001
"1201","2020-02-11",16.65
"1202","2020-02-12",16.85
"1203","2020-02-13",16.940001
"1204","2020-02-14",16.65
"1205","2020-02-18",16.639999
"1206","2020-02-19",16.540001
"1207","2020-02-20",16.77
"1208","2020-02-21",17.02
"1209","2020-02-24",16.33
"1210","2020-02-25",16.5
"1211","2020-02-26",16.040001
"1212","2020-02-27",15.4
"1213","2020-02-28",15.43
"1214","2020-03-02",15.61
"1215","2020-03-03",15.12
"1216","2020-03-04",15.52
"1217","2020-03-05",15.02
"1218","2020-03-06",15.15
"1219","2020-03-09",13.48
"1220","2020-03-10",13.73
"1221","2020-03-11",13.33
"1222","2020-03-12",12.03
"1223","2020-03-13",12.86
"1224","2020-03-16",10.22
"1225","2020-03-17",14.4
"1226","2020-03-18",11.51
"1227","2020-03-19",11.69
"1228","2020-03-20",12.11
"1229","2020-03-23",11.53
"1230","2020-03-24",13.66
"1231","2020-03-25",14.13
"1232","2020-03-26",13.9
"1233","2020-03-27",12.19
"1234","2020-03-30",11.74
"1235","2020-03-31",13.32
"1236","2020-04-01",11.74
"1237","2020-04-02",11.6
"1238","2020-04-03",10.62
"1239","2020-04-06",11.75
"1240","2020-04-07",11
"1241","2020-04-08",11.87
"1242","2020-04-09",12.98
"1243","2020-04-13",11.53
"1244","2020-04-14",11.31
"1245","2020-04-15",10.56
"1246","2020-04-16",10.14
"1247","2020-04-17",10.1
"1248","2020-04-20",10.23
"1249","2020-04-21",10.07
"1250","2020-04-22",10.26
"1251","2020-04-23",10.09
"1252","2020-04-24",10.31
"1253","2020-04-27",12.17
"1254","2020-04-28",11.93
"1255","2020-04-29",13.02
"1256","2020-04-30",11.51
"1257","2020-05-01",11.48
"1258","2020-05-04",11.58
"1259","2020-05-05",10.75
"1260","2020-05-06",10.46
"1261","2020-05-07",10.7
"1262","2020-05-08",10.98
"1263","2020-05-11",10.46
"1264","2020-05-12",10
"1265","2020-05-13",10.05
"1266","2020-05-14",10.65
"1267","2020-05-15",11.01
"1268","2020-05-18",12.12
"1269","2020-05-19",10.41
"1270","2020-05-20",11.7
"1271","2020-05-21",11.35
"1272","2020-05-22",11.05
"1273","2020-05-26",11.15
"1274","2020-05-27",11.3
"1275","2020-05-28",11.36
"1276","2020-05-29",11.13
"1277","2020-06-01",10.92
"1278","2020-06-02",10.6
"1279","2020-06-03",10.83
"1280","2020-06-04",10.74
"1281","2020-06-05",11.37
"1282","2020-06-08",11.82
"1283","2020-06-09",11.75
"1284","2020-06-10",11.31
"1285","2020-06-11",10.29
"1286","2020-06-12",10.35
"1287","2020-06-15",10.65
"1288","2020-06-16",11.15
"1289","2020-06-17",10.53
"1290","2020-06-18",10.55
"1291","2020-06-19",10.6
"1292","2020-06-22",10.52
"1293","2020-06-23",10.39
"1294","2020-06-24",10.09
"1295","2020-06-25",10.27
"1296","2020-06-26",9.92
"1297","2020-06-29",10.12
"1298","2020-06-30",10.76
"1299","2020-07-01",10.99
"1300","2020-07-02",10.47
"1301","2020-07-06",10.74
"1302","2020-07-07",10.31
"1303","2020-07-08",10.07
"1304","2020-07-09",9.95
"1305","2020-07-10",10.17
"1306","2020-07-13",10.17
"1307","2020-07-14",10.31
"1308","2020-07-15",10.99
"1309","2020-07-16",10.4
"1310","2020-07-17",10.34
"1311","2020-07-20",10.31
"1312","2020-07-21",10.65
"1313","2020-07-22",10.85
"1314","2020-07-23",10.81
"1315","2020-07-24",10.41
"1316","2020-07-27",10.5
"1317","2020-07-28",10.1
"1318","2020-07-29",10.09
"1319","2020-07-30",10.1
"1320","2020-07-31",9.86
"1321","2020-08-03",9.94
"1322","2020-08-04",9.87
"1323","2020-08-05",10.03
"1324","2020-08-06",9.9
"1325","2020-08-07",10.16
"1326","2020-08-10",10.15
"1327","2020-08-11",10.37
"1328","2020-08-12",10.73
"1329","2020-08-13",10.71
"1330","2020-08-14",10.88
"1331","2020-08-17",10.77
"1332","2020-08-18",10.7
"1333","2020-08-19",10.91
"1334","2020-08-20",10.89
"1335","2020-08-21",10.62
"1336","2020-08-24",10.62
"1337","2020-08-25",10.62
"1338","2020-08-26",10.69
"1339","2020-08-27",10.84
"1340","2020-08-28",10.64
"1341","2020-08-31",10.54
"1342","2020-09-01",10.74
"1343","2020-09-02",10.73
"1344","2020-09-03",10.4
"1345","2020-09-04",10.55
"1346","2020-09-08",10.43
"1347","2020-09-09",10.45
"1348","2020-09-10",10.42
"1349","2020-09-11",10.35
"1350","2020-09-14",10.5
"1351","2020-09-15",10.34
"1352","2020-09-16",10.55
"1353","2020-09-17",10.75
"1354","2020-09-18",10.79
"1355","2020-09-21",10.02
"1356","2020-09-22",9.86
"1357","2020-09-23",9.45
"1358","2020-09-24",9.4
"1359","2020-09-25",9.66
"1360","2020-09-28",9.84
"1361","2020-09-29",10
"1362","2020-09-30",10
"1363","2020-10-01",10.24
"1364","2020-10-02",10.53
"1365","2020-10-05",10.6
"1366","2020-10-06",10.86
"1367","2020-10-07",11.1
"1368","2020-10-08",11.01
"1369","2020-10-09",11.15
"1370","2020-10-12",11.15
"1371","2020-10-13",11.1
"1372","2020-10-14",10.9
"1373","2020-10-15",11.5
"1374","2020-10-16",12.235
"1375","2020-10-19",11.89
"1376","2020-10-20",12.15
"1377","2020-10-21",12.15
"1378","2020-10-22",12.62
"1379","2020-10-23",12.72
"1380","2020-10-26",12.1
"1381","2020-10-27",12.47
"1382","2020-10-28",12.62
"1383","2020-10-29",13.2
"1384","2020-10-30",12.34
"1385","2020-11-02",13
"1386","2020-11-03",12.2
"1387","2020-11-04",12
"1388","2020-11-05",12.4
"1389","2020-11-06",12.06
"1390","2020-11-09",14.15
"1391","2020-11-10",13.95
"1392","2020-11-11",13.35
"1393","2020-11-12",12.59
"1394","2020-11-13",12.73
"1395","2020-11-16",13.12
"1396","2020-11-17",13.11
"1397","2020-11-18",12.79
"1398","2020-11-19",13.15
"1399","2020-11-20",13.08
"1400","2020-11-23",12.9
"1401","2020-11-24",13.4
"1402","2020-11-25",12.95
"1403","2020-11-27",13.1
