"","date","KURA"
"1001","2019-09-06",15.53
"1002","2019-09-09",15.53
"1003","2019-09-10",16.309999
"1004","2019-09-11",16.389999
"1005","2019-09-12",16.139999
"1006","2019-09-13",16.030001
"1007","2019-09-16",16.35
"1008","2019-09-17",16.48
"1009","2019-09-18",16.610001
"1010","2019-09-19",16.440001
"1011","2019-09-20",16.370001
"1012","2019-09-23",16.709999
"1013","2019-09-24",16.18
"1014","2019-09-25",15.98
"1015","2019-09-26",14.95
"1016","2019-09-27",14.75
"1017","2019-09-30",15.17
"1018","2019-10-01",14.5
"1019","2019-10-02",15.21
"1020","2019-10-03",15.12
"1021","2019-10-04",14.69
"1022","2019-10-07",14.35
"1023","2019-10-08",13.59
"1024","2019-10-09",12.97
"1025","2019-10-10",12.99
"1026","2019-10-11",13.84
"1027","2019-10-14",13.78
"1028","2019-10-15",14.45
"1029","2019-10-16",14.71
"1030","2019-10-17",14.96
"1031","2019-10-18",14.46
"1032","2019-10-21",14.97
"1033","2019-10-22",15.1
"1034","2019-10-23",15.01
"1035","2019-10-24",14.73
"1036","2019-10-25",15.22
"1037","2019-10-28",15.02
"1038","2019-10-29",14.67
"1039","2019-10-30",15.05
"1040","2019-10-31",14.98
"1041","2019-11-01",15.2
"1042","2019-11-04",15.36
"1043","2019-11-05",14.87
"1044","2019-11-06",14.69
"1045","2019-11-07",15.14
"1046","2019-11-08",15.53
"1047","2019-11-11",15.58
"1048","2019-11-12",15.63
"1049","2019-11-13",14.95
"1050","2019-11-14",14.88
"1051","2019-11-15",14.71
"1052","2019-11-18",14.445
"1053","2019-11-19",14.97
"1054","2019-11-20",15
"1055","2019-11-21",14.9
"1056","2019-11-22",15.12
"1057","2019-11-25",15.69
"1058","2019-11-26",15.43
"1059","2019-11-27",15.78
"1060","2019-11-29",15.94
"1061","2019-12-02",15.475
"1062","2019-12-03",15.35
"1063","2019-12-04",15.45
"1064","2019-12-05",15.21
"1065","2019-12-06",15.61
"1066","2019-12-09",15.7
"1067","2019-12-10",15.79
"1068","2019-12-11",14.77
"1069","2019-12-12",14.85
"1070","2019-12-13",14.78
"1071","2019-12-16",14.815
"1072","2019-12-17",14.54
"1073","2019-12-18",13.86
"1074","2019-12-19",14.17
"1075","2019-12-20",14.25
"1076","2019-12-23",14.5
"1077","2019-12-24",14.58
"1078","2019-12-26",14.43
"1079","2019-12-27",14.23
"1080","2019-12-30",14.02
"1081","2019-12-31",13.75
"1082","2020-01-02",14.04
"1083","2020-01-03",13.58
"1084","2020-01-06",13.85
"1085","2020-01-07",13.9
"1086","2020-01-08",13.66
"1087","2020-01-09",13.54
"1088","2020-01-10",13.49
"1089","2020-01-13",13.1
"1090","2020-01-14",13.1
"1091","2020-01-15",12.86
"1092","2020-01-16",12.96
"1093","2020-01-17",12.76
"1094","2020-01-21",12.69
"1095","2020-01-22",12.65
"1096","2020-01-23",12.27
"1097","2020-01-24",11.8
"1098","2020-01-27",11.72
"1099","2020-01-28",12.13
"1100","2020-01-29",12.02
"1101","2020-01-30",11.86
"1102","2020-01-31",11.74
"1103","2020-02-03",11.69
"1104","2020-02-04",12.11
"1105","2020-02-05",12.09
"1106","2020-02-06",11.96
"1107","2020-02-07",11.89
"1108","2020-02-10",12.22
"1109","2020-02-11",12.24
"1110","2020-02-12",12.55
"1111","2020-02-13",12.49
"1112","2020-02-14",12.16
"1113","2020-02-18",11.925
"1114","2020-02-19",12.17
"1115","2020-02-20",12.37
"1116","2020-02-21",12.6
"1117","2020-02-24",12.55
"1118","2020-02-25",12.46
"1119","2020-02-26",12.01
"1120","2020-02-27",12.12
"1121","2020-02-28",12.07
"1122","2020-03-02",12.56
"1123","2020-03-03",12.41
"1124","2020-03-04",12.26
"1125","2020-03-05",11.73
"1126","2020-03-06",11
"1127","2020-03-09",10.31
"1128","2020-03-10",10.59
"1129","2020-03-11",9.65
"1130","2020-03-12",8.41
"1131","2020-03-13",8.96
"1132","2020-03-16",7.47
"1133","2020-03-17",7.54
"1134","2020-03-18",6.45
"1135","2020-03-19",7.58
"1136","2020-03-20",7.7
"1137","2020-03-23",7.88
"1138","2020-03-24",8.79
"1139","2020-03-25",8.87
"1140","2020-03-26",9.27
"1141","2020-03-27",9.54
"1142","2020-03-30",9.38
"1143","2020-03-31",9.95
"1144","2020-04-01",8.98
"1145","2020-04-02",7.95
"1146","2020-04-03",8.14
"1147","2020-04-06",8.7
"1148","2020-04-07",8.23
"1149","2020-04-08",8.99
"1150","2020-04-09",9.7
"1151","2020-04-13",9.73
"1152","2020-04-14",10.26
"1153","2020-04-15",9.96
"1154","2020-04-16",10.35
"1155","2020-04-17",10.63
"1156","2020-04-20",10.5
"1157","2020-04-21",10.44
"1158","2020-04-22",10.48
"1159","2020-04-23",10.16
"1160","2020-04-24",10.58
"1161","2020-04-27",10.42
"1162","2020-04-28",15.52
"1163","2020-04-29",15.59
"1164","2020-04-30",14.55
"1165","2020-05-01",13.88
"1166","2020-05-04",14.7
"1167","2020-05-05",14.61
"1168","2020-05-06",14.07
"1169","2020-05-07",14.62
"1170","2020-05-08",14.85
"1171","2020-05-11",15.52
"1172","2020-05-12",15.2
"1173","2020-05-13",14.48
"1174","2020-05-14",14.38
"1175","2020-05-15",15.3
"1176","2020-05-18",16.15
"1177","2020-05-19",15.91
"1178","2020-05-20",16.309999
"1179","2020-05-21",16.35
"1180","2020-05-22",16.84
"1181","2020-05-26",16.360001
"1182","2020-05-27",17.77
"1183","2020-05-28",16.65
"1184","2020-05-29",17.09
"1185","2020-06-01",16.719999
"1186","2020-06-02",17.26
"1187","2020-06-03",16.389999
"1188","2020-06-04",16.24
"1189","2020-06-05",16.870001
"1190","2020-06-08",17.139999
"1191","2020-06-09",17.030001
"1192","2020-06-10",17.01
"1193","2020-06-11",15.45
"1194","2020-06-12",16.299999
"1195","2020-06-15",16.9
"1196","2020-06-16",17.42
"1197","2020-06-17",17.34
"1198","2020-06-18",18.030001
"1199","2020-06-19",18.67
"1200","2020-06-22",18.25
"1201","2020-06-23",18.809999
"1202","2020-06-24",17.969999
"1203","2020-06-25",18.26
"1204","2020-06-26",16.92
"1205","2020-06-29",16.59
"1206","2020-06-30",16.299999
"1207","2020-07-01",16.855
"1208","2020-07-02",16.49
"1209","2020-07-06",16.719999
"1210","2020-07-07",17.879999
"1211","2020-07-08",18.190001
"1212","2020-07-09",17.879999
"1213","2020-07-10",17.870001
"1214","2020-07-13",17.549999
"1215","2020-07-14",17.92
"1216","2020-07-15",18.09
"1217","2020-07-16",17.91
"1218","2020-07-17",17.469999
"1219","2020-07-20",17.469999
"1220","2020-07-21",17.08
"1221","2020-07-22",16.73
"1222","2020-07-23",17.34
"1223","2020-07-24",17.1
"1224","2020-07-27",17.870001
"1225","2020-07-28",17.4
"1226","2020-07-29",16.299999
"1227","2020-07-30",16.74
"1228","2020-07-31",16.440001
"1229","2020-08-03",16.93
"1230","2020-08-04",17.16
"1231","2020-08-05",17.639999
"1232","2020-08-06",17.940001
"1233","2020-08-07",20.41
"1234","2020-08-10",21.290001
"1235","2020-08-11",20.639999
"1236","2020-08-12",21.190001
"1237","2020-08-13",21.17
"1238","2020-08-14",20.99
"1239","2020-08-17",21.959999
"1240","2020-08-18",21.940001
"1241","2020-08-19",21.74
"1242","2020-08-20",21.620001
"1243","2020-08-21",21.32
"1244","2020-08-24",21.98
"1245","2020-08-25",23.469999
"1246","2020-08-26",23.690001
"1247","2020-08-27",23.870001
"1248","2020-08-28",24.120001
"1249","2020-08-31",24.889999
"1250","2020-09-01",24.299999
"1251","2020-09-02",24.110001
"1252","2020-09-03",23.9
"1253","2020-09-04",24.120001
"1254","2020-09-08",25.59
"1255","2020-09-09",26.84
"1256","2020-09-10",26.870001
"1257","2020-09-11",27.379999
"1258","2020-09-14",29.139999
"1259","2020-09-15",28.33
"1260","2020-09-16",29.030001
"1261","2020-09-17",29.530001
"1262","2020-09-18",30.049999
"1263","2020-09-21",29.030001
"1264","2020-09-22",29.16
"1265","2020-09-23",28.360001
"1266","2020-09-24",28.799999
"1267","2020-09-25",29.98
"1268","2020-09-28",30.07
"1269","2020-09-29",30.549999
"1270","2020-09-30",30.639999
"1271","2020-10-01",30.68
"1272","2020-10-02",30
"1273","2020-10-05",30.959999
"1274","2020-10-06",31.139999
"1275","2020-10-07",33.560001
"1276","2020-10-08",33.02
"1277","2020-10-09",32.970001
"1278","2020-10-12",33.049999
"1279","2020-10-13",34.360001
"1280","2020-10-14",33.43
"1281","2020-10-15",34.23
"1282","2020-10-16",34.110001
"1283","2020-10-19",33.200001
"1284","2020-10-20",31.879999
"1285","2020-10-21",30.52
"1286","2020-10-22",29
"1287","2020-10-23",29.92
"1288","2020-10-26",30.280001
"1289","2020-10-27",32.279999
"1290","2020-10-28",31.299999
"1291","2020-10-29",31.950001
"1292","2020-10-30",31.25
"1293","2020-11-02",31.379999
"1294","2020-11-03",33.360001
"1295","2020-11-04",32.759998
"1296","2020-11-05",34.919998
"1297","2020-11-06",35.759998
"1298","2020-11-09",37.77
"1299","2020-11-10",39.32
"1300","2020-11-11",39.380001
"1301","2020-11-12",39.720001
"1302","2020-11-13",39.959999
"1303","2020-11-16",40.07
"1304","2020-11-17",39.610001
"1305","2020-11-18",37.110001
"1306","2020-11-19",36.720001
"1307","2020-11-20",36.619999
"1308","2020-11-23",37.169998
"1309","2020-11-24",36.349998
"1310","2020-11-25",35.57
"1311","2020-11-27",36.380001
