"","date","NH"
"1001","2020-05-22",2.63
"1002","2020-05-26",2.59
"1003","2020-05-27",2.62
"1004","2020-05-28",2.55
"1005","2020-05-29",2.64
"1006","2020-06-01",2.89
"1007","2020-06-02",2.91
"1008","2020-06-03",2.93
"1009","2020-06-04",2.76
"1010","2020-06-05",2.77
"1011","2020-06-08",2.81
"1012","2020-06-09",2.85
"1013","2020-06-10",3.11
"1014","2020-06-11",2.64
"1015","2020-06-12",2.85
"1016","2020-06-15",3.87
"1017","2020-06-16",3.54
"1018","2020-06-17",3.59
"1019","2020-06-18",3.42
"1020","2020-06-19",3.5
"1021","2020-06-22",3.6
"1022","2020-06-23",3.95
"1023","2020-06-24",4.99
"1024","2020-06-25",4.54
"1025","2020-06-26",4.3
"1026","2020-06-29",4.12
"1027","2020-06-30",4.58
"1028","2020-07-01",5.1
"1029","2020-07-02",5.05
"1030","2020-07-06",5.6
"1031","2020-07-07",5.66
"1032","2020-07-08",5.99
"1033","2020-07-09",5.43
"1034","2020-07-10",5.21
"1035","2020-07-13",4.8
"1036","2020-07-14",4.8
"1037","2020-07-15",4.81
"1038","2020-07-16",4.65
"1039","2020-07-17",4.97
"1040","2020-07-20",4.76
"1041","2020-07-21",4.53
"1042","2020-07-22",4.32
"1043","2020-07-23",4.265
"1044","2020-07-24",4.1
"1045","2020-07-27",4.24
"1046","2020-07-28",4.01
"1047","2020-07-29",4.06
"1048","2020-07-30",4.06
"1049","2020-07-31",4.5
"1050","2020-08-03",4.51
"1051","2020-08-04",4.995
"1052","2020-08-05",5.05
"1053","2020-08-06",5.12
"1054","2020-08-07",4.22
"1055","2020-08-10",4.2
"1056","2020-08-11",3.75
"1057","2020-08-12",4.16
"1058","2020-08-13",4.08
"1059","2020-08-14",3.82
"1060","2020-08-17",3.9
"1061","2020-08-18",3.94
"1062","2020-08-19",3.84
"1063","2020-08-20",3.65
"1064","2020-08-21",3.36
"1065","2020-08-24",3.09
"1066","2020-08-25",3.3
"1067","2020-08-26",3.32
"1068","2020-08-27",3.25
"1069","2020-08-28",3.28
"1070","2020-08-31",3.18
"1071","2020-09-01",3.2
"1072","2020-09-02",3.05
"1073","2020-09-03",2.6
"1074","2020-09-04",2.61
"1075","2020-09-08",2.64
"1076","2020-09-09",2.59
"1077","2020-09-10",2.72
"1078","2020-09-11",2.53
"1079","2020-09-14",2.73
"1080","2020-09-15",2.72
"1081","2020-09-16",2.78
"1082","2020-09-17",2.69
"1083","2020-09-18",2.61
"1084","2020-09-21",2.39
"1085","2020-09-22",2.27
"1086","2020-09-23",2.1
"1087","2020-09-24",2.14
"1088","2020-09-25",2.27
"1089","2020-09-28",2.32
"1090","2020-09-29",2.29
"1091","2020-09-30",2.34
"1092","2020-10-01",2.25
"1093","2020-10-02",2.15
"1094","2020-10-05",2.2
"1095","2020-10-06",2.3
"1096","2020-10-07",2.28
"1097","2020-10-08",2.39
"1098","2020-10-09",2.43
"1099","2020-10-12",2.43
"1100","2020-10-13",2.4
"1101","2020-10-14",2.33
"1102","2020-10-15",2.34
"1103","2020-10-16",2.37
"1104","2020-10-19",2.34
"1105","2020-10-20",2.48
"1106","2020-10-21",2.49
"1107","2020-10-22",2.43
"1108","2020-10-23",2.44
"1109","2020-10-26",2.42
"1110","2020-10-27",2.34
"1111","2020-10-28",2.19
"1112","2020-10-29",2.19
"1113","2020-10-30",2.01
"1114","2020-11-02",2
"1115","2020-11-03",2.14
"1116","2020-11-04",2.14
"1117","2020-11-05",2.17
"1118","2020-11-06",1.96
"1119","2020-11-09",2.27
"1120","2020-11-10",2.39
"1121","2020-11-11",2.12
"1122","2020-11-12",2.08
"1123","2020-11-13",2.15
"1124","2020-11-16",2.19
"1125","2020-11-17",2.23
"1126","2020-11-18",2.18
"1127","2020-11-19",2.19
"1128","2020-11-20",2.15
"1129","2020-11-23",2.1
"1130","2020-11-24",2.35
"1131","2020-11-25",2.3
"1132","2020-11-27",2.44
