"","date","SRRA"
"1065","2019-10-07",542.400024
"1066","2019-10-08",510.399994
"1067","2019-10-09",491.200012
"1068","2019-10-10",518.400024
"1069","2019-10-11",497.600006
"1070","2019-10-14",518.400024
"1071","2019-10-15",480
"1072","2019-10-16",480
"1073","2019-10-17",526.400024
"1074","2019-10-18",539.200012
"1075","2019-10-21",544
"1076","2019-10-22",492.799988
"1077","2019-10-23",478.399994
"1078","2019-10-24",470.399994
"1079","2019-10-25",480
"1080","2019-10-28",480
"1081","2019-10-29",480
"1082","2019-10-30",472
"1083","2019-10-31",496
"1084","2019-11-01",524.799988
"1085","2019-11-04",544
"1086","2019-11-05",520
"1087","2019-11-06",556.799988
"1088","2019-11-07",400
"1089","2019-11-08",416
"1090","2019-11-11",416
"1091","2019-11-12",406.399994
"1092","2019-11-13",400
"1093","2019-11-14",400
"1094","2019-11-15",384
"1095","2019-11-18",400
"1096","2019-11-19",392
"1097","2019-11-20",372.799988
"1098","2019-11-21",374.399994
"1099","2019-11-22",392
"1100","2019-11-25",401.600006
"1101","2019-11-26",443.200012
"1102","2019-11-27",528
"1103","2019-11-29",555.200012
"1104","2019-12-02",800
"1105","2019-12-03",763.200012
"1106","2019-12-04",678.400024
"1107","2019-12-05",612.799988
"1108","2019-12-06",776
"1109","2019-12-09",700.799988
"1110","2019-12-10",616
"1111","2019-12-11",630.400024
"1112","2019-12-12",568
"1113","2019-12-13",558.400024
"1114","2019-12-16",553.599976
"1115","2019-12-17",563.200012
"1116","2019-12-18",564.799988
"1117","2019-12-19",550.400024
"1118","2019-12-20",550.400024
"1119","2019-12-23",540.799988
"1120","2019-12-24",547.200012
"1121","2019-12-26",544
"1122","2019-12-27",544
"1123","2019-12-30",536
"1124","2019-12-31",547.200012
"1125","2020-01-02",601.599976
"1126","2020-01-03",636.799988
"1127","2020-01-06",608
"1128","2020-01-07",612.799988
"1129","2020-01-08",582.400024
"1130","2020-01-09",606.400024
"1131","2020-01-10",601.599976
"1132","2020-01-13",782.400024
"1133","2020-01-14",702.400024
"1134","2020-01-15",704
"1135","2020-01-16",676.799988
"1136","2020-01-17",640
"1137","2020-01-21",625.599976
"1138","2020-01-22",13.96
"1139","2020-01-23",13.25
"1140","2020-01-24",12.75
"1141","2020-01-27",12.41
"1142","2020-01-28",13.07
"1143","2020-01-29",12.18
"1144","2020-01-30",12.1
"1145","2020-01-31",12.11
"1146","2020-02-03",12.06
"1147","2020-02-04",12.66
"1148","2020-02-05",13.15
"1149","2020-02-06",13.46
"1150","2020-02-07",12.68
"1151","2020-02-10",12.93
"1152","2020-02-11",15.5
"1153","2020-02-12",16.700001
"1154","2020-02-13",15.63
"1155","2020-02-14",15.48
"1156","2020-02-18",15.55
"1157","2020-02-19",15.52
"1158","2020-02-20",15.12
"1159","2020-02-21",15.3
"1160","2020-02-24",14.53
"1161","2020-02-25",13.31
"1162","2020-02-26",12.95
"1163","2020-02-27",12.5
"1164","2020-02-28",11.6
"1165","2020-03-02",13
"1166","2020-03-03",12.7
"1167","2020-03-04",12.65
"1168","2020-03-05",12.03
"1169","2020-03-06",12.85
"1170","2020-03-09",12.32
"1171","2020-03-10",12.03
"1172","2020-03-11",11.6
"1173","2020-03-12",9.04
"1174","2020-03-13",9.24
"1175","2020-03-16",9.49
"1176","2020-03-17",9.5
"1177","2020-03-18",9.51
"1178","2020-03-19",9.6
"1179","2020-03-20",9.38
"1180","2020-03-23",9.78
"1181","2020-03-24",9.63
"1182","2020-03-25",9.63
"1183","2020-03-26",10.49
"1184","2020-03-27",10.27
"1185","2020-03-30",9.96
"1186","2020-03-31",9.82
"1187","2020-04-01",9.03
"1188","2020-04-02",9.06
"1189","2020-04-03",8.99
"1190","2020-04-06",8.88
"1191","2020-04-07",9.01
"1192","2020-04-08",9.275
"1193","2020-04-09",9.35
"1194","2020-04-13",11.48
"1195","2020-04-14",11.81
"1196","2020-04-15",11.2
"1197","2020-04-16",11.15
"1198","2020-04-17",11.07
"1199","2020-04-20",11.17
"1200","2020-04-21",11.15
"1201","2020-04-22",11.367
"1202","2020-04-23",11.79
"1203","2020-04-24",11.92
"1204","2020-04-27",11.81
"1205","2020-04-28",12.15
"1206","2020-04-29",12.79
"1207","2020-04-30",12.31
"1208","2020-05-01",11.73
"1209","2020-05-04",13.02
"1210","2020-05-05",12.89
"1211","2020-05-06",12.52
"1212","2020-05-07",12.16
"1213","2020-05-08",12.07
"1214","2020-05-11",12.18
"1215","2020-05-12",11.918
"1216","2020-05-13",11.155
"1217","2020-05-14",11.36
"1218","2020-05-15",12.1
"1219","2020-05-18",12.01
"1220","2020-05-19",12.5
"1221","2020-05-20",12.8
"1222","2020-05-21",13.23
"1223","2020-05-22",13.5
"1224","2020-05-26",13.2
"1225","2020-05-27",13.69
"1226","2020-05-28",13.88
"1227","2020-05-29",14.01
"1228","2020-06-01",14.03
"1229","2020-06-02",13.73
"1230","2020-06-03",14.49
"1231","2020-06-04",14.805
"1232","2020-06-05",14.03
"1233","2020-06-08",14.26
"1234","2020-06-09",13.98
"1235","2020-06-10",13.74
"1236","2020-06-11",13.078
"1237","2020-06-12",14.06
"1238","2020-06-15",14.5
"1239","2020-06-16",14.63
"1240","2020-06-17",14.89
"1241","2020-06-18",15.306
"1242","2020-06-19",14
"1243","2020-06-22",14.045
"1244","2020-06-23",13.62
"1245","2020-06-24",12.31
"1246","2020-06-25",12.84
"1247","2020-06-26",12.25
"1248","2020-06-29",12.25
"1249","2020-06-30",12.1
"1250","2020-07-01",11.91
"1251","2020-07-02",11.95
"1252","2020-07-06",11.65
"1253","2020-07-07",11.63
"1254","2020-07-08",11.74
"1255","2020-07-09",11.826
"1256","2020-07-10",11.52
"1257","2020-07-13",11.35
"1258","2020-07-14",10.9
"1259","2020-07-15",12.01
"1260","2020-07-16",12.435
"1261","2020-07-17",13.2
"1262","2020-07-20",13.03
"1263","2020-07-21",13.19
"1264","2020-07-22",13.2
"1265","2020-07-23",13.08
"1266","2020-07-24",13.09
"1267","2020-07-27",13.07
"1268","2020-07-28",13.04
"1269","2020-07-29",12.35
"1270","2020-07-30",12.5
"1271","2020-07-31",11.91
"1272","2020-08-03",11.99
"1273","2020-08-04",12.05
"1274","2020-08-05",11.75
"1275","2020-08-06",11.3
"1276","2020-08-07",11.795
"1277","2020-08-10",12.05
"1278","2020-08-11",12.1
"1279","2020-08-12",12.15
"1280","2020-08-13",12.1
"1281","2020-08-14",11.36
"1282","2020-08-17",11.93
"1283","2020-08-18",12.97
"1284","2020-08-19",13.1
"1285","2020-08-20",13.9
"1286","2020-08-21",13.39
"1287","2020-08-24",12.42
"1288","2020-08-25",12.5
"1289","2020-08-26",12.38
"1290","2020-08-27",12.49
"1291","2020-08-28",12.23
"1292","2020-08-31",11.87
"1293","2020-09-01",11.74
"1294","2020-09-02",11.56
"1295","2020-09-03",10.8
"1296","2020-09-04",11.29
"1297","2020-09-08",11.04
"1298","2020-09-09",11.03
"1299","2020-09-10",11.48
"1300","2020-09-11",10.58
"1301","2020-09-14",11.74
"1302","2020-09-15",11.608
"1303","2020-09-16",11.895
"1304","2020-09-17",11.95
"1305","2020-09-18",11.4
"1306","2020-09-21",10.76
"1307","2020-09-22",10.58
"1308","2020-09-23",10.79
"1309","2020-09-24",10.55
"1310","2020-09-25",10.75
"1311","2020-09-28",10.91
"1312","2020-09-29",10.795
"1313","2020-09-30",10.67
"1314","2020-10-01",11.02
"1315","2020-10-02",10.6
"1316","2020-10-05",10.8
"1317","2020-10-06",10.53
"1318","2020-10-07",10.55
"1319","2020-10-08",10.72
"1320","2020-10-09",11.75
"1321","2020-10-12",11.9
"1322","2020-10-13",11.98
"1323","2020-10-14",12.005
"1324","2020-10-15",12.14
"1325","2020-10-16",12.24
"1326","2020-10-19",12.22
"1327","2020-10-20",12.35
"1328","2020-10-21",12.16
"1329","2020-10-22",12.42
"1330","2020-10-23",12.75
"1331","2020-10-26",12.69
"1332","2020-10-27",12.85
"1333","2020-10-28",12.76
"1334","2020-10-29",13.67
"1335","2020-10-30",13.71
"1336","2020-11-02",14.58
"1337","2020-11-03",13.79
"1338","2020-11-04",13.69
"1339","2020-11-05",14.17
"1340","2020-11-06",14.05
"1341","2020-11-09",14.09
"1342","2020-11-10",14.07
"1343","2020-11-11",14.52
"1344","2020-11-12",14.37
"1345","2020-11-13",14.86
"1346","2020-11-16",14.56
"1347","2020-11-17",14.655
"1348","2020-11-18",14.77
"1349","2020-11-19",14.798
"1350","2020-11-20",15
"1351","2020-11-23",15.14
"1352","2020-11-24",14.96
"1353","2020-11-25",14.66
"1354","2020-11-27",14.195
