"","date","ACIU"
"1001","2020-09-15",9.06
"1002","2020-09-16",8.84
"1003","2020-09-17",8.95
"1004","2020-09-18",8.98
"1005","2020-09-21",8.89
"1006","2020-09-22",8.72
"1007","2020-09-23",4.8
"1008","2020-09-24",4.85
"1009","2020-09-25",4.785
"1010","2020-09-28",4.78
"1011","2020-09-29",4.81
"1012","2020-09-30",4.88
"1013","2020-10-01",4.85
"1014","2020-10-02",4.85
"1015","2020-10-05",5.02
"1016","2020-10-06",4.94
"1017","2020-10-07",4.98
"1018","2020-10-08",5.03
"1019","2020-10-09",5.13
"1020","2020-10-12",5.02
"1021","2020-10-13",4.99
"1022","2020-10-14",4.96
"1023","2020-10-15",4.82
"1024","2020-10-16",4.88
"1025","2020-10-19",4.77
"1026","2020-10-20",4.65
"1027","2020-10-21",4.47
"1028","2020-10-22",4.77
"1029","2020-10-23",4.99
"1030","2020-10-26",4.85
"1031","2020-10-27",4.94
"1032","2020-10-28",4.68
"1033","2020-10-29",4.76
"1034","2020-10-30",4.82
"1035","2020-11-02",4.58
"1036","2020-11-03",4.76
"1037","2020-11-04",5.56
"1038","2020-11-05",5.5
"1039","2020-11-06",4.84
"1040","2020-11-09",5.09
"1041","2020-11-10",4.98
"1042","2020-11-11",5.15
"1043","2020-11-12",5.18
"1044","2020-11-13",5.14
"1045","2020-11-16",5.02
"1046","2020-11-17",5.17
"1047","2020-11-18",5.15
"1048","2020-11-19",5.29
"1049","2020-11-20",5.43
"1050","2020-11-23",5.27
"1051","2020-11-24",5.26
"1052","2020-11-25",5.2
"1053","2020-11-27",5.57
