"","date","ATOM"
"1004","2020-08-03",11.45
"1005","2020-08-04",11.49
"1006","2020-08-05",11.49
"1007","2020-08-06",12.5
"1008","2020-08-07",11.84
"1009","2020-08-10",12.12
"1010","2020-08-11",11.63
"1011","2020-08-12",11.06
"1012","2020-08-13",11.38
"1013","2020-08-14",11.68
"1014","2020-08-17",11.37
"1015","2020-08-18",11.13
"1016","2020-08-19",11.31
"1017","2020-08-20",12.025
"1018","2020-08-21",11.89
"1019","2020-08-24",11.61
"1020","2020-08-25",11.35
"1021","2020-08-26",11.04
"1022","2020-08-27",10.77
"1023","2020-08-28",10.92
"1024","2020-08-31",12.71
"1025","2020-09-01",12.26
"1026","2020-09-02",10.88
"1027","2020-09-03",10.33
"1028","2020-09-04",10.03
"1029","2020-09-08",9.34
"1030","2020-09-09",10.27
"1031","2020-09-10",9.8
"1032","2020-09-11",9.82
"1033","2020-09-14",10.165
"1034","2020-09-15",10.78
"1035","2020-09-16",10.53
"1036","2020-09-17",10.49
"1037","2020-09-18",10.58
"1038","2020-09-21",10.31
"1039","2020-09-22",10
"1040","2020-09-23",9.19
"1041","2020-09-24",9.45
"1042","2020-09-25",10.12
"1043","2020-09-28",10.42
"1044","2020-09-29",10.55
"1045","2020-09-30",10.45
"1046","2020-10-01",10.75
"1047","2020-10-02",10.44
"1048","2020-10-05",10.65
"1049","2020-10-06",10.11
"1050","2020-10-07",10.46
"1051","2020-10-08",10.64
"1052","2020-10-09",10.85
"1053","2020-10-12",10.38
"1054","2020-10-13",10.33
"1055","2020-10-14",9.68
"1056","2020-10-15",9.9
"1057","2020-10-16",9.82
"1058","2020-10-19",9.7
"1059","2020-10-20",9.55
"1060","2020-10-21",9.38
"1061","2020-10-22",9.23
"1062","2020-10-23",9.25
"1063","2020-10-26",8.96
"1064","2020-10-27",8.71
"1065","2020-10-28",8.69
"1066","2020-10-29",9.32
"1067","2020-10-30",8.15
"1068","2020-11-02",8.35
"1069","2020-11-03",8.64
"1070","2020-11-04",8.99
"1071","2020-11-05",8.92
"1072","2020-11-06",8.97
"1073","2020-11-09",9.3
"1074","2020-11-10",9.8
"1075","2020-11-11",9.82
"1076","2020-11-12",9.39
"1077","2020-11-13",9.56
"1078","2020-11-16",9.615
"1079","2020-11-17",9.24
"1080","2020-11-18",8.75
"1081","2020-11-19",8.73
"1082","2020-11-20",9.06
"1083","2020-11-23",8.64
"1084","2020-11-24",8.6
"1085","2020-11-25",8.83
"1086","2020-11-27",9.31
