"","date","APPS"
"2906","2018-07-18",1.42
"2907","2018-07-19",1.46
"2908","2018-07-20",1.44
"2909","2018-07-23",1.45
"2910","2018-07-24",1.38
"2911","2018-07-25",1.37
"2912","2018-07-26",1.38
"2913","2018-07-27",1.31
"2914","2018-07-30",1.36
"2915","2018-07-31",1.39
"2916","2018-08-01",1.45
"2917","2018-08-02",1.48
"2918","2018-08-03",1.57
"2919","2018-08-06",1.44
"2920","2018-08-07",1.47
"2921","2018-08-08",1.46
"2922","2018-08-09",1.44
"2923","2018-08-10",1.55
"2924","2018-08-13",1.48
"2925","2018-08-14",1.48
"2926","2018-08-15",1.5
"2927","2018-08-16",1.46
"2928","2018-08-17",1.44
"2929","2018-08-20",1.42
"2930","2018-08-21",1.45
"2931","2018-08-22",1.41
"2932","2018-08-23",1.4
"2933","2018-08-24",1.39
"2934","2018-08-27",1.44
"2935","2018-08-28",1.42
"2936","2018-08-29",1.43
"2937","2018-08-30",1.44
"2938","2018-08-31",1.4
"2939","2018-09-04",1.37
"2940","2018-09-05",1.32
"2941","2018-09-06",1.32
"2942","2018-09-07",1.33
"2943","2018-09-10",1.26
"2944","2018-09-11",1.25
"2945","2018-09-12",1.21
"2946","2018-09-13",1.25
"2947","2018-09-14",1.27
"2948","2018-09-17",1.19
"2949","2018-09-18",1.25
"2950","2018-09-19",1.23
"2951","2018-09-20",1.26
"2952","2018-09-21",1.25
"2953","2018-09-24",1.21
"2954","2018-09-25",1.23
"2955","2018-09-26",1.25
"2956","2018-09-27",1.25
"2957","2018-09-28",1.24
"2958","2018-10-01",1.2
"2959","2018-10-02",1.19
"2960","2018-10-03",1.23
"2961","2018-10-04",1.34
"2962","2018-10-05",1.36
"2963","2018-10-08",1.31
"2964","2018-10-09",1.34
"2965","2018-10-10",1.24
"2966","2018-10-11",1.21
"2967","2018-10-12",1.23
"2968","2018-10-15",1.28
"2969","2018-10-16",1.39
"2970","2018-10-17",1.43
"2971","2018-10-18",1.37
"2972","2018-10-19",1.33
"2973","2018-10-22",1.38
"2974","2018-10-23",1.34
"2975","2018-10-24",1.31
"2976","2018-10-25",1.28
"2977","2018-10-26",1.24
"2978","2018-10-29",1.27
"2979","2018-10-30",1.31
"2980","2018-10-31",1.29
"2981","2018-11-01",1.38
"2982","2018-11-02",1.35
"2983","2018-11-05",1.4
"2984","2018-11-06",1.52
"2985","2018-11-07",1.65
"2986","2018-11-08",1.62
"2987","2018-11-09",1.7
"2988","2018-11-12",1.6
"2989","2018-11-13",1.6
"2990","2018-11-14",1.69
"2991","2018-11-15",1.65
"2992","2018-11-16",1.64
"2993","2018-11-19",1.66
"2994","2018-11-20",1.64
"2995","2018-11-21",1.64
"2996","2018-11-23",1.6
"2997","2018-11-26",1.71
"2998","2018-11-27",1.7
"2999","2018-11-28",1.75
"3000","2018-11-29",1.75
"3001","2018-11-30",1.93
"3002","2018-12-03",1.98
"3003","2018-12-04",2
"3004","2018-12-06",1.98
"3005","2018-12-07",1.89
"3006","2018-12-10",1.98
"3007","2018-12-11",2.01
"3008","2018-12-12",2.04
"3009","2018-12-13",2.03
"3010","2018-12-14",2
"3011","2018-12-17",1.88
"3012","2018-12-18",1.76
"3013","2018-12-19",1.71
"3014","2018-12-20",1.75
"3015","2018-12-21",1.66
"3016","2018-12-24",1.67
"3017","2018-12-26",1.69
"3018","2018-12-27",1.69
"3019","2018-12-28",1.85
"3020","2018-12-31",1.83
"3021","2019-01-02",1.89
"3022","2019-01-03",1.97
"3023","2019-01-04",2.15
"3024","2019-01-07",2.29
"3025","2019-01-08",2.22
"3026","2019-01-09",2.19
"3027","2019-01-10",2.2
"3028","2019-01-11",2.21
"3029","2019-01-14",2.15
"3030","2019-01-15",2.15
"3031","2019-01-16",2.05
"3032","2019-01-17",2.1
"3033","2019-01-18",2.12
"3034","2019-01-22",2.12
"3035","2019-01-23",2.18
"3036","2019-01-24",2.13
"3037","2019-01-25",2.19
"3038","2019-01-28",2.15
"3039","2019-01-29",2.13
"3040","2019-01-30",2.27
"3041","2019-01-31",2.2
"3042","2019-02-01",2.21
"3043","2019-02-04",2.18
"3044","2019-02-05",2.19
"3045","2019-02-06",2.44
"3046","2019-02-07",2.51
"3047","2019-02-08",2.54
"3048","2019-02-11",2.7
"3049","2019-02-12",2.92
"3050","2019-02-13",2.89
"3051","2019-02-14",2.99
"3052","2019-02-15",3.05
"3053","2019-02-19",2.88
"3054","2019-02-20",2.85
"3055","2019-02-21",2.98
"3056","2019-02-22",3.2
"3057","2019-02-25",3.12
"3058","2019-02-26",3.2
"3059","2019-02-27",3.2
"3060","2019-02-28",3.18
"3061","2019-03-01",3.27
"3062","2019-03-04",3.26
"3063","2019-03-05",3.28
"3064","2019-03-06",3.21
"3065","2019-03-07",3.15
"3066","2019-03-08",3.1
"3067","2019-03-11",3.05
"3068","2019-03-12",3.15
"3069","2019-03-13",3.11
"3070","2019-03-14",3.15
"3071","2019-03-15",3.06
"3072","2019-03-18",3.39
"3073","2019-03-19",3.55
"3074","2019-03-20",3.62
"3075","2019-03-21",3.77
"3076","2019-03-22",3.6
"3077","2019-03-25",3.09
"3078","2019-03-26",3.22
"3079","2019-03-27",3.29
"3080","2019-03-28",3.35
"3081","2019-03-29",3.5
"3082","2019-04-01",3.56
"3083","2019-04-02",3.72
"3084","2019-04-03",3.65
"3085","2019-04-04",3.63
"3086","2019-04-05",3.57
"3087","2019-04-08",3.85
"3088","2019-04-09",3.74
"3089","2019-04-10",3.66
"3090","2019-04-11",3.56
"3091","2019-04-12",3.49
"3092","2019-04-15",3.5
"3093","2019-04-16",3.57
"3094","2019-04-17",3.5
"3095","2019-04-18",3.43
"3096","2019-04-22",3.57
"3097","2019-04-23",3.56
"3098","2019-04-24",3.59
"3099","2019-04-25",3.57
"3100","2019-04-26",3.6
"3101","2019-04-29",3.65
"3102","2019-04-30",3.78
"3103","2019-05-01",3.97
"3104","2019-05-02",3.89
"3105","2019-05-03",4.07
"3106","2019-05-06",4.06
"3107","2019-05-07",3.95
"3108","2019-05-08",3.89
"3109","2019-05-09",3.8
"3110","2019-05-10",3.82
"3111","2019-05-13",3.75
"3112","2019-05-14",3.87
"3113","2019-05-15",4.06
"3114","2019-05-16",4.09
"3115","2019-05-17",3.96
"3116","2019-05-20",3.9
"3117","2019-05-21",3.88
"3118","2019-05-22",3.9
"3119","2019-05-23",3.94
"3120","2019-05-24",3.86
"3121","2019-05-28",3.84
"3122","2019-05-29",3.67
"3123","2019-05-30",3.79
"3124","2019-05-31",3.77
"3125","2019-06-03",3.68
"3126","2019-06-04",4.29
"3127","2019-06-05",4.64
"3128","2019-06-06",4.64
"3129","2019-06-07",4.75
"3130","2019-06-10",4.41
"3131","2019-06-11",4.4
"3132","2019-06-12",4.64
"3133","2019-06-13",4.69
"3134","2019-06-14",4.72
"3135","2019-06-17",4.5
"3136","2019-06-18",4.51
"3137","2019-06-19",4.73
"3138","2019-06-20",4.66
"3139","2019-06-21",4.73
"3140","2019-06-24",4.65
"3141","2019-06-25",4.56
"3142","2019-06-26",4.68
"3143","2019-06-27",5.06
"3144","2019-06-28",5
"3145","2019-07-01",5.15
"3146","2019-07-02",5.11
"3147","2019-07-03",5.35
"3148","2019-07-05",5.26
"3149","2019-07-08",5.21
"3150","2019-07-09",5.24
"3151","2019-07-10",5.19
"3152","2019-07-11",5.32
"3153","2019-07-12",5.21
"3154","2019-07-15",5.27
"3155","2019-07-16",5.27
"3156","2019-07-17",5.25
"3157","2019-07-18",5.21
"3158","2019-07-19",5.05
"3159","2019-07-22",4.94
"3160","2019-07-23",5.08
"3161","2019-07-24",5.46
"3162","2019-07-25",5.24
"3163","2019-07-26",5.22
"3164","2019-07-29",5.4
"3165","2019-07-30",5.58
"3166","2019-07-31",5.43
"3167","2019-08-01",5.58
"3168","2019-08-02",5.58
"3169","2019-08-05",5.66
"3170","2019-08-06",5.53
"3171","2019-08-07",5.58
"3172","2019-08-08",5.77
"3173","2019-08-09",6.33
"3174","2019-08-12",6.57
"3175","2019-08-13",6.89
"3176","2019-08-14",6.36
"3177","2019-08-15",5.95
"3178","2019-08-16",6.52
"3179","2019-08-19",6.59
"3180","2019-08-20",6.84
"3181","2019-08-21",7.47
"3182","2019-08-22",7.48
"3183","2019-08-23",7.22
"3184","2019-08-26",7.31
"3185","2019-08-27",7.22
"3186","2019-08-28",7.32
"3187","2019-08-29",7.53
"3188","2019-08-30",7.61
"3189","2019-09-03",7.4
"3190","2019-09-04",7.36
"3191","2019-09-05",7.47
"3192","2019-09-06",7.27
"3193","2019-09-09",6.81
"3194","2019-09-10",6.39
"3195","2019-09-11",6.7
"3196","2019-09-12",6.76
"3197","2019-09-13",6.66
"3198","2019-09-16",6.8
"3199","2019-09-17",6.94
"3200","2019-09-18",6.7
"3201","2019-09-19",6.77
"3202","2019-09-20",6.95
"3203","2019-09-23",7.11
"3204","2019-09-24",6.65
"3205","2019-09-25",6.79
"3206","2019-09-26",6.69
"3207","2019-09-27",6.26
"3208","2019-09-30",6.45
"3209","2019-10-01",6.36
"3210","2019-10-02",6.05
"3211","2019-10-03",6.31
"3212","2019-10-04",6.47
"3213","2019-10-07",6.4
"3214","2019-10-08",6.2
"3215","2019-10-09",6.3
"3216","2019-10-10",6.23
"3217","2019-10-11",6.42
"3218","2019-10-14",6.41
"3219","2019-10-15",6.6
"3220","2019-10-16",6.43
"3221","2019-10-17",6.59
"3222","2019-10-18",6.56
"3223","2019-10-21",6.76
"3224","2019-10-22",6.79
"3225","2019-10-23",6.98
"3226","2019-10-24",7.2
"3227","2019-10-25",7.23
"3228","2019-10-28",7.52
"3229","2019-10-29",7.52
"3230","2019-10-30",7.2
"3231","2019-10-31",6.99
"3232","2019-11-01",7.04
"3233","2019-11-04",7.11
"3234","2019-11-05",6.83
"3235","2019-11-06",6.88
"3236","2019-11-07",6.86
"3237","2019-11-08",7.07
"3238","2019-11-11",7.33
"3239","2019-11-12",8.29
"3240","2019-11-13",8.21
"3241","2019-11-14",8.07
"3242","2019-11-15",7.96
"3243","2019-11-18",8.21
"3244","2019-11-19",8.39
"3245","2019-11-20",8.4
"3246","2019-11-21",8.43
"3247","2019-11-22",8.37
"3248","2019-11-25",8.08
"3249","2019-11-26",8.24
"3250","2019-11-27",8.63
"3251","2019-11-29",8.88
"3252","2019-12-02",8.54
"3253","2019-12-03",8.26
"3254","2019-12-04",8.26
"3255","2019-12-05",8.3
"3256","2019-12-06",8.35
"3257","2019-12-09",8.37
"3258","2019-12-10",8.27
"3259","2019-12-11",8.12
"3260","2019-12-12",7.62
"3261","2019-12-13",7.34
"3262","2019-12-16",7.6
"3263","2019-12-17",7.88
"3264","2019-12-18",7.8
"3265","2019-12-19",7.6
"3266","2019-12-20",7.56
"3267","2019-12-23",7.75
"3268","2019-12-24",7.88
"3269","2019-12-26",8.08
"3270","2019-12-27",7.4
"3271","2019-12-30",7.01
"3272","2019-12-31",7.13
"3273","2020-01-02",7.31
"3274","2020-01-03",7.35
"3275","2020-01-06",7.38
"3276","2020-01-07",7.48
"3277","2020-01-08",7.4
"3278","2020-01-09",7.31
"3279","2020-01-10",7.23
"3280","2020-01-13",7.48
"3281","2020-01-14",7.51
"3282","2020-01-15",7.39
"3283","2020-01-16",7.64
"3284","2020-01-17",7.57
"3285","2020-01-21",7.58
"3286","2020-01-22",7.02
"3287","2020-01-23",7.23
"3288","2020-01-24",7.16
"3289","2020-01-27",7.01
"3290","2020-01-28",6.89
"3291","2020-01-29",6.75
"3292","2020-01-30",6.45
"3293","2020-01-31",6.24
"3294","2020-02-03",6.5
"3295","2020-02-04",6.61
"3296","2020-02-05",6.11
"3297","2020-02-06",6.08
"3298","2020-02-07",6
"3299","2020-02-10",6.46
"3300","2020-02-11",5.9
"3301","2020-02-12",6.79
"3302","2020-02-13",7.02
"3303","2020-02-14",6.77
"3304","2020-02-18",6.65
"3305","2020-02-19",6.86
"3306","2020-02-20",6.91
"3307","2020-02-21",6.8
"3308","2020-02-24",6.44
"3309","2020-02-25",5.95
"3310","2020-02-26",6.15
"3311","2020-02-27",5.77
"3312","2020-02-28",6.13
"3313","2020-03-02",6.26
"3314","2020-03-03",5.84
"3315","2020-03-04",6.92
"3316","2020-03-05",7.14
"3317","2020-03-06",6.7
"3318","2020-03-09",6.14
"3319","2020-03-10",6.34
"3320","2020-03-11",5.88
"3321","2020-03-12",4.56
"3322","2020-03-13",4.77
"3323","2020-03-16",3.8
"3324","2020-03-17",4.27
"3325","2020-03-18",3.73
"3326","2020-03-19",4.26
"3327","2020-03-20",3.91
"3328","2020-03-23",3.93
"3329","2020-03-24",4.27
"3330","2020-03-25",4.36
"3331","2020-03-26",4.36
"3332","2020-03-27",4.23
"3333","2020-03-30",4.18
"3334","2020-03-31",4.31
"3335","2020-04-01",4.07
"3336","2020-04-02",3.88
"3337","2020-04-03",3.83
"3338","2020-04-06",4.17
"3339","2020-04-07",4.14
"3340","2020-04-08",4.43
"3341","2020-04-09",4.9
"3342","2020-04-13",4.83
"3343","2020-04-14",4.89
"3344","2020-04-15",4.64
"3345","2020-04-16",4.74
"3346","2020-04-17",5.12
"3347","2020-04-20",5.3
"3348","2020-04-21",5.26
"3349","2020-04-22",5.36
"3350","2020-04-23",5.5
"3351","2020-04-24",5.49
"3352","2020-04-27",5.49
"3353","2020-04-28",6.02
"3354","2020-04-29",6.37
"3355","2020-04-30",5.86
"3356","2020-05-01",5.38
"3357","2020-05-04",5.43
"3358","2020-05-05",5.51
"3359","2020-05-06",5.38
"3360","2020-05-07",5.57
"3361","2020-05-08",5.46
"3362","2020-05-11",5.85
"3363","2020-05-12",5.64
"3364","2020-05-13",5.51
"3365","2020-05-14",5.64
"3366","2020-05-15",5.47
"3367","2020-05-18",5.71
"3368","2020-05-19",5.69
"3369","2020-05-20",5.8
"3370","2020-05-21",5.84
"3371","2020-05-22",5.82
"3372","2020-05-26",6.11
"3373","2020-05-27",6.25
"3374","2020-05-28",6.06
"3375","2020-05-29",6.42
"3376","2020-06-01",6.62
"3377","2020-06-02",6.86
"3378","2020-06-03",9.05
"3379","2020-06-04",8.63
"3380","2020-06-05",9.53
"3381","2020-06-08",10.51
"3382","2020-06-09",9.95
"3383","2020-06-10",9.5
"3384","2020-06-11",8.62
"3385","2020-06-12",9.38
"3386","2020-06-15",9.89
"3387","2020-06-16",10.42
"3388","2020-06-17",10.22
"3389","2020-06-18",10.11
"3390","2020-06-19",10.38
"3391","2020-06-22",11.04
"3392","2020-06-23",11.27
"3393","2020-06-24",11.01
"3394","2020-06-25",11.75
"3395","2020-06-26",11.81
"3396","2020-06-29",11.87
"3397","2020-06-30",12.57
"3398","2020-07-01",12.68
"3399","2020-07-02",12.91
"3400","2020-07-06",13.43
"3401","2020-07-07",12.74
"3402","2020-07-08",12.8
"3403","2020-07-09",12.86
"3404","2020-07-10",13.22
"3405","2020-07-13",12.24
"3406","2020-07-14",12.66
"3407","2020-07-15",12.93
"3408","2020-07-16",12.72
"3409","2020-07-17",12.78
"3410","2020-07-20",13.28
"3411","2020-07-21",12.84
"3412","2020-07-22",12.57
"3413","2020-07-23",12.36
"3414","2020-07-24",12.19
"3415","2020-07-27",12.56
"3416","2020-07-28",12.11
"3417","2020-07-29",12.52
"3418","2020-07-30",13.36
"3419","2020-07-31",13.88
"3420","2020-08-03",14.88
"3421","2020-08-04",15.54
"3422","2020-08-05",16.290001
"3423","2020-08-06",21.27
"3424","2020-08-07",22.59
"3425","2020-08-10",23.049999
"3426","2020-08-11",22.98
"3427","2020-08-12",24.15
"3428","2020-08-13",25.09
"3429","2020-08-14",24.75
"3430","2020-08-17",25.9
"3431","2020-08-18",26.6
"3432","2020-08-19",27.74
"3433","2020-08-20",28.139999
"3434","2020-08-21",28.040001
"3435","2020-08-24",25.700001
"3436","2020-08-25",24.51
"3437","2020-08-26",23.67
"3438","2020-08-27",22.700001
"3439","2020-08-28",23.98
"3440","2020-08-31",24.190001
"3441","2020-09-01",26.91
"3442","2020-09-02",26.370001
"3443","2020-09-03",24.120001
"3444","2020-09-04",23.5
"3445","2020-09-08",23.48
"3446","2020-09-09",25.07
"3447","2020-09-10",24.969999
"3448","2020-09-11",24.200001
"3449","2020-09-14",25.309999
"3450","2020-09-15",28.67
"3451","2020-09-16",32.23
"3452","2020-09-17",32.349998
"3453","2020-09-18",32.790001
"3454","2020-09-21",32.709999
"3455","2020-09-22",32.169998
"3456","2020-09-23",32.669998
"3457","2020-09-24",30.290001
"3458","2020-09-25",30.379999
"3459","2020-09-28",31.049999
"3460","2020-09-29",33.029999
"3461","2020-09-30",32.740002
"3462","2020-10-01",35.200001
"3463","2020-10-02",34.380001
"3464","2020-10-05",35.580002
"3465","2020-10-06",35.57
"3466","2020-10-07",36.529999
"3467","2020-10-08",35.810001
"3468","2020-10-09",36.43
"3469","2020-10-12",38.299999
"3470","2020-10-13",39.830002
"3471","2020-10-14",41.200001
"3472","2020-10-15",38.099998
"3473","2020-10-16",38.389999
"3474","2020-10-19",36.43
"3475","2020-10-20",36.099998
"3476","2020-10-21",34.209999
"3477","2020-10-22",32.860001
"3478","2020-10-23",33.849998
"3479","2020-10-26",31.709999
"3480","2020-10-27",31.49
"3481","2020-10-28",30.030001
"3482","2020-10-29",31.879999
"3483","2020-10-30",28.66
"3484","2020-11-02",30.620001
"3485","2020-11-03",34.27
"3486","2020-11-04",37.299999
"3487","2020-11-05",41.860001
"3488","2020-11-06",42.299999
"3489","2020-11-09",36.540001
"3490","2020-11-10",33.970001
"3491","2020-11-11",35.66
"3492","2020-11-12",35.810001
"3493","2020-11-13",37.27
"3494","2020-11-16",36.639999
"3495","2020-11-17",36.77
"3496","2020-11-18",35.759998
"3497","2020-11-19",37.540001
"3498","2020-11-20",40.189999
"3499","2020-11-23",41.470001
"3500","2020-11-24",37.849998
"3501","2020-11-25",38.959999
"3502","2020-11-27",40.419998
