"","date","EVC"
"835","2010-04-27",3.4
"836","2010-04-28",3.46
"837","2010-04-29",3.31
"838","2010-04-30",3.21
"839","2010-05-03",3.26
"840","2010-05-04",3.16
"841","2010-05-05",3.08
"842","2010-05-06",2.99
"843","2010-05-07",2.75
"844","2010-05-10",2.82
"845","2010-05-11",2.96
"846","2010-05-12",3.13
"847","2010-05-13",3.15
"848","2010-05-14",3
"849","2010-05-17",3.07
"850","2010-05-18",2.88
"851","2010-05-19",2.85
"852","2010-05-20",2.63
"853","2010-05-21",2.66
"854","2010-05-24",2.88
"855","2010-05-25",2.73
"856","2010-05-26",2.72
"857","2010-05-27",2.87
"858","2010-05-28",2.93
"859","2010-06-01",2.78
"860","2010-06-02",2.7
"861","2010-06-03",2.7
"862","2010-06-04",2.72
"863","2010-06-07",2.51
"864","2010-06-08",2.51
"865","2010-06-09",2.47
"866","2010-06-10",2.48
"867","2010-06-11",2.52
"868","2010-06-14",2.71
"869","2010-06-15",2.74
"870","2010-06-16",2.72
"871","2010-06-17",2.73
"872","2010-06-18",2.76
"873","2010-06-21",2.75
"874","2010-06-22",2.71
"875","2010-06-23",2.58
"876","2010-06-24",2.71
"877","2010-06-25",2.62
"878","2010-06-28",2.43
"879","2010-06-29",2.18
"880","2010-06-30",2.11
"881","2010-07-01",2.08
"882","2010-07-02",2.06
"883","2010-07-06",1.82
"884","2010-07-07",1.94
"885","2010-07-08",1.98
"886","2010-07-09",1.98
"887","2010-07-12",1.95
"888","2010-07-13",2.19
"889","2010-07-14",2.26
"890","2010-07-15",2.34
"891","2010-07-16",2.35
"892","2010-07-19",2.18
"893","2010-07-20",2.27
"894","2010-07-21",2.14
"895","2010-07-22",2.35
"896","2010-07-23",2.3
"897","2010-07-26",2.28
"898","2010-07-27",2.31
"899","2010-07-28",2.25
"900","2010-07-29",2.23
"901","2010-07-30",2.16
"902","2010-08-02",2.33
"903","2010-08-03",2.23
"904","2010-08-04",2.31
"905","2010-08-05",2.3
"906","2010-08-06",2.19
"907","2010-08-09",2.28
"908","2010-08-10",2.25
"909","2010-08-11",2.07
"910","2010-08-12",1.96
"911","2010-08-13",2.1
"912","2010-08-16",2.01
"913","2010-08-17",1.99
"914","2010-08-18",2.06
"915","2010-08-19",1.9
"916","2010-08-20",1.8
"917","2010-08-23",1.66
"918","2010-08-24",1.63
"919","2010-08-25",1.59
"920","2010-08-26",1.54
"921","2010-08-27",1.61
"922","2010-08-30",1.56
"923","2010-08-31",1.56
"924","2010-09-01",1.64
"925","2010-09-02",1.74
"926","2010-09-03",1.8
"927","2010-09-07",1.77
"928","2010-09-08",1.75
"929","2010-09-09",1.71
"930","2010-09-10",1.75
"931","2010-09-13",1.76
"932","2010-09-14",1.74
"933","2010-09-15",1.76
"934","2010-09-16",1.68
"935","2010-09-17",1.75
"936","2010-09-20",1.84
"937","2010-09-21",1.98
"938","2010-09-22",1.92
"939","2010-09-23",1.9
"940","2010-09-24",2.03
"941","2010-09-27",2
"942","2010-09-28",2.03
"943","2010-09-29",1.97
"944","2010-09-30",1.99
"945","2010-10-01",2.01
"946","2010-10-04",1.92
"947","2010-10-05",2.12
"948","2010-10-06",2.11
"949","2010-10-07",2.08
"950","2010-10-08",2.09
"951","2010-10-11",2.07
"952","2010-10-12",2.12
"953","2010-10-13",2.16
"954","2010-10-14",2.17
"955","2010-10-15",2.24
"956","2010-10-18",2.34
"957","2010-10-19",2.3
"958","2010-10-20",2.36
"959","2010-10-21",2.28
"960","2010-10-22",2.31
"961","2010-10-25",2.27
"962","2010-10-26",2.28
"963","2010-10-27",2.25
"964","2010-10-28",2.17
"965","2010-10-29",2.12
"966","2010-11-01",2.11
"967","2010-11-02",2.16
"968","2010-11-03",2.23
"969","2010-11-04",2.39
"970","2010-11-05",2.35
"971","2010-11-08",2.38
"972","2010-11-09",2.4
"973","2010-11-10",2.41
"974","2010-11-11",2.37
"975","2010-11-12",2.29
"976","2010-11-15",2.32
"977","2010-11-16",2.24
"978","2010-11-17",2.23
"979","2010-11-18",2.31
"980","2010-11-19",2.32
"981","2010-11-22",2.37
"982","2010-11-23",2.4
"983","2010-11-24",2.45
"984","2010-11-26",2.46
"985","2010-11-29",2.56
"986","2010-11-30",2.49
"987","2010-12-01",2.56
"988","2010-12-02",2.56
"989","2010-12-03",2.53
"990","2010-12-06",2.55
"991","2010-12-07",2.52
"992","2010-12-08",2.52
"993","2010-12-09",2.54
"994","2010-12-10",2.56
"995","2010-12-13",2.49
"996","2010-12-14",2.48
"997","2010-12-15",2.49
"998","2010-12-16",2.5
"999","2010-12-17",2.5
"1000","2010-12-20",2.4
