"","date","HRTG"
"848","2017-10-03",13.88
"849","2017-10-04",14.05
"850","2017-10-05",14.31
"851","2017-10-06",14.53
"852","2017-10-09",14.55
"853","2017-10-10",14.71
"854","2017-10-11",14.71
"855","2017-10-12",15.08
"856","2017-10-13",15.15
"857","2017-10-16",15.5
"858","2017-10-17",15.6
"859","2017-10-18",15.96
"860","2017-10-19",15.85
"861","2017-10-20",15.87
"862","2017-10-23",15.86
"863","2017-10-24",16.08
"864","2017-10-25",16.299999
"865","2017-10-26",16.58
"866","2017-10-27",16.450001
"867","2017-10-30",16.290001
"868","2017-10-31",16.040001
"869","2017-11-01",15.6
"870","2017-11-02",16.450001
"871","2017-11-03",16.530001
"872","2017-11-06",16.879999
"873","2017-11-07",16.68
"874","2017-11-08",16.700001
"875","2017-11-09",16.98
"876","2017-11-10",17.15
"877","2017-11-13",16.92
"878","2017-11-14",16.74
"879","2017-11-15",17
"880","2017-11-16",16.629999
"881","2017-11-17",17.43
"882","2017-11-20",17.9
"883","2017-11-21",17.629999
"884","2017-11-22",17.48
"885","2017-11-24",17.43
"886","2017-11-27",17.540001
"887","2017-11-28",18.629999
"888","2017-11-29",17.99
"889","2017-11-30",17.98
"890","2017-12-01",18
"891","2017-12-04",18.049999
"892","2017-12-05",17.690001
"893","2017-12-06",17.639999
"894","2017-12-07",17.389999
"895","2017-12-08",17.469999
"896","2017-12-11",17.4
"897","2017-12-12",17.629999
"898","2017-12-13",17.200001
"899","2017-12-14",16.799999
"900","2017-12-15",17.51
"901","2017-12-18",17.280001
"902","2017-12-19",16.98
"903","2017-12-20",16.93
"904","2017-12-21",16.860001
"905","2017-12-22",16.809999
"906","2017-12-26",17.280001
"907","2017-12-27",17.6
"908","2017-12-28",17.84
"909","2017-12-29",18.02
"910","2018-01-02",17.690001
"911","2018-01-03",17.65
"912","2018-01-04",17.74
"913","2018-01-05",17.969999
"914","2018-01-08",17.450001
"915","2018-01-09",17.16
"916","2018-01-10",17.790001
"917","2018-01-11",17.9
"918","2018-01-12",18.129999
"919","2018-01-16",18.4
"920","2018-01-17",18.82
"921","2018-01-18",18.950001
"922","2018-01-19",18.940001
"923","2018-01-22",17.59
"924","2018-01-23",17.59
"925","2018-01-24",17.34
"926","2018-01-25",17.52
"927","2018-01-26",16.790001
"928","2018-01-29",17.02
"929","2018-01-30",17.049999
"930","2018-01-31",17.030001
"931","2018-02-01",17.280001
"932","2018-02-02",17.459999
"933","2018-02-05",16.93
"934","2018-02-06",17.09
"935","2018-02-07",17.02
"936","2018-02-08",16.639999
"937","2018-02-09",17.059999
"938","2018-02-12",16.35
"939","2018-02-13",16.309999
"940","2018-02-14",16.9
"941","2018-02-15",16.9
"942","2018-02-16",16.790001
"943","2018-02-20",16.6
"944","2018-02-21",17.17
"945","2018-02-22",16.950001
"946","2018-02-23",16.98
"947","2018-02-26",17.02
"948","2018-02-27",17
"949","2018-02-28",16.68
"950","2018-03-01",16.77
"951","2018-03-02",16.5
"952","2018-03-05",17.25
"953","2018-03-06",17.110001
"954","2018-03-07",17.280001
"955","2018-03-08",17.6
"956","2018-03-09",17.549999
"957","2018-03-12",17.469999
"958","2018-03-13",17.25
"959","2018-03-14",17.110001
"960","2018-03-15",17.42
"961","2018-03-16",17.32
"962","2018-03-19",17.16
"963","2018-03-20",17.030001
"964","2018-03-21",16.709999
"965","2018-03-22",16.16
"966","2018-03-23",15.71
"967","2018-03-26",15.62
"968","2018-03-27",15.43
"969","2018-03-28",15.34
"970","2018-03-29",15.16
"971","2018-04-02",15.07
"972","2018-04-03",15.18
"973","2018-04-04",16.35
"974","2018-04-05",16.049999
"975","2018-04-06",16.040001
"976","2018-04-09",15.99
"977","2018-04-10",16.1
"978","2018-04-11",16.07
"979","2018-04-12",15.93
"980","2018-04-13",15.87
"981","2018-04-16",16.200001
"982","2018-04-17",16.200001
"983","2018-04-18",16.18
"984","2018-04-19",16.370001
"985","2018-04-20",16.389999
