"","date","THMO"
"3139","2019-06-21",2.75
"3140","2019-06-24",2.78
"3141","2019-06-25",2.71
"3142","2019-06-26",2.63
"3143","2019-06-27",2.7
"3144","2019-06-28",2.81
"3145","2019-07-01",2.91
"3146","2019-07-02",2.89
"3147","2019-07-03",2.95
"3148","2019-07-05",3.35
"3149","2019-07-08",3.41
"3150","2019-07-09",3.35
"3151","2019-07-10",3.47
"3152","2019-07-11",3.56
"3153","2019-07-12",3.53
"3154","2019-07-15",3.5
"3155","2019-07-16",3.5
"3156","2019-07-17",3.41
"3157","2019-07-18",3.37
"3158","2019-07-19",3.34
"3159","2019-07-22",3.2
"3160","2019-07-23",3.05
"3161","2019-07-24",2.92
"3162","2019-07-25",2.85
"3163","2019-07-26",2.93
"3164","2019-07-29",2.89
"3165","2019-07-30",2.92
"3166","2019-07-31",2.98
"3167","2019-08-01",2.87
"3168","2019-08-02",2.96
"3169","2019-08-05",2.99
"3170","2019-08-06",2.86
"3171","2019-08-07",2.8
"3172","2019-08-08",2.8
"3173","2019-08-09",2.72
"3174","2019-08-12",2.72
"3175","2019-08-13",3
"3176","2019-08-14",2.86
"3177","2019-08-15",2.8
"3178","2019-08-16",2.99
"3179","2019-08-19",3.02
"3180","2019-08-20",3.2
"3181","2019-08-21",3.19
"3182","2019-08-22",3.06
"3183","2019-08-23",3.09
"3184","2019-08-26",3.05
"3185","2019-08-27",3.06
"3186","2019-08-28",3.05
"3187","2019-08-29",3.38
"3188","2019-08-30",3.21
"3189","2019-09-03",3.23
"3190","2019-09-04",3.23
"3191","2019-09-05",3.36
"3192","2019-09-06",3.51
"3193","2019-09-09",4.1
"3194","2019-09-10",3.79
"3195","2019-09-11",4.18
"3196","2019-09-12",4.24
"3197","2019-09-13",4.27
"3198","2019-09-16",4.38
"3199","2019-09-17",4.75
"3200","2019-09-18",4.7
"3201","2019-09-19",5.1
"3202","2019-09-20",5.33
"3203","2019-09-23",6.4
"3204","2019-09-24",6.11
"3205","2019-09-25",6.2
"3206","2019-09-26",5.86
"3207","2019-09-27",6.39
"3208","2019-09-30",6.63
"3209","2019-10-01",6.37
"3210","2019-10-02",6.16
"3211","2019-10-03",6.28
"3212","2019-10-04",6.51
"3213","2019-10-07",6.6
"3214","2019-10-08",6.13
"3215","2019-10-09",6.16
"3216","2019-10-10",6.35
"3217","2019-10-11",6.5
"3218","2019-10-14",6.13
"3219","2019-10-15",4.92
"3220","2019-10-16",5.07
"3221","2019-10-17",5.34
"3222","2019-10-18",5.46
"3223","2019-10-21",5.31
"3224","2019-10-22",5.53
"3225","2019-10-23",5.21
"3226","2019-10-24",4.85
"3227","2019-10-25",4.67
"3228","2019-10-28",4.3
"3229","2019-10-29",4.42
"3230","2019-10-30",4.79
"3231","2019-10-31",5.14
"3232","2019-11-01",5.14
"3233","2019-11-04",4.73
"3234","2019-11-05",4.73
"3235","2019-11-06",4.57
"3236","2019-11-07",4.53
"3237","2019-11-08",4.36
"3238","2019-11-11",4.46
"3239","2019-11-12",4.91
"3240","2019-11-13",4.57
"3241","2019-11-14",4.5
"3242","2019-11-15",4.45
"3243","2019-11-18",4.41
"3244","2019-11-19",3.79
"3245","2019-11-20",3.62
"3246","2019-11-21",3.46
"3247","2019-11-22",3.23
"3248","2019-11-25",3.14
"3249","2019-11-26",3.09
"3250","2019-11-27",3.29
"3251","2019-11-29",3.25
"3252","2019-12-02",3.23
"3253","2019-12-03",3.23
"3254","2019-12-04",3.08
"3255","2019-12-05",2.95
"3256","2019-12-06",2.85
"3257","2019-12-09",2.84
"3258","2019-12-10",2.99
"3259","2019-12-11",2.84
"3260","2019-12-12",2.88
"3261","2019-12-13",2.86
"3262","2019-12-16",2.69
"3263","2019-12-17",2.74
"3264","2019-12-18",2.69
"3265","2019-12-19",2.64
"3266","2019-12-20",2.76
"3267","2019-12-23",2.77
"3268","2019-12-24",2.72
"3269","2019-12-26",2.68
"3270","2019-12-27",4.19
"3271","2019-12-30",4.1
"3272","2019-12-31",4.4
"3273","2020-01-02",4.31
"3274","2020-01-03",4.31
"3275","2020-01-06",4.44
"3276","2020-01-07",4.21
"3277","2020-01-08",4.26
"3278","2020-01-09",4.28
"3279","2020-01-10",4.13
"3280","2020-01-13",3.94
"3281","2020-01-14",4.43
"3282","2020-01-15",4.7
"3283","2020-01-16",4.81
"3284","2020-01-17",4.69
"3285","2020-01-21",4.88
"3286","2020-01-22",4.95
"3287","2020-01-23",4.66
"3288","2020-01-24",4.98
"3289","2020-01-27",5.33
"3290","2020-01-28",5.31
"3291","2020-01-29",5.8
"3292","2020-01-30",5.34
"3293","2020-01-31",5.01
"3294","2020-02-03",5.01
"3295","2020-02-04",5.01
"3296","2020-02-05",5.06
"3297","2020-02-06",4.98
"3298","2020-02-07",4.77
"3299","2020-02-10",4.93
"3300","2020-02-11",5.08
"3301","2020-02-12",5.12
"3302","2020-02-13",5.32
"3303","2020-02-14",5.1
"3304","2020-02-18",4.73
"3305","2020-02-19",4.65
"3306","2020-02-20",5
"3307","2020-02-21",4.75
"3308","2020-02-24",4.56
"3309","2020-02-25",4.08
"3310","2020-02-26",4
"3311","2020-02-27",4.08
"3312","2020-02-28",3.98
"3313","2020-03-02",3.95
"3314","2020-03-03",3.98
"3315","2020-03-04",4.01
"3316","2020-03-05",3.95
"3317","2020-03-06",3.61
"3318","2020-03-09",3.36
"3319","2020-03-10",3.36
"3320","2020-03-11",3.1
"3321","2020-03-12",2.76
"3322","2020-03-13",2.99
"3323","2020-03-16",2.4
"3324","2020-03-17",2.1
"3325","2020-03-18",1.72
"3326","2020-03-19",1.97
"3327","2020-03-20",2.41
"3328","2020-03-23",2.31
"3329","2020-03-24",5
"3330","2020-03-25",2.7
"3331","2020-03-26",2.8
"3332","2020-03-27",3.04
"3333","2020-03-30",3.13
"3334","2020-03-31",3.5
"3335","2020-04-01",3.36
"3336","2020-04-02",3.84
"3337","2020-04-03",3.81
"3338","2020-04-06",3.66
"3339","2020-04-07",3.42
"3340","2020-04-08",3.48
"3341","2020-04-09",3.6
"3342","2020-04-13",4.26
"3343","2020-04-14",4.01
"3344","2020-04-15",4.59
"3345","2020-04-16",6.6
"3346","2020-04-17",6.12
"3347","2020-04-20",7
"3348","2020-04-21",6.63
"3349","2020-04-22",7.04
"3350","2020-04-23",8.11
"3351","2020-04-24",9.25
"3352","2020-04-27",8.5
"3353","2020-04-28",8.11
"3354","2020-04-29",7.27
"3355","2020-04-30",11.49
"3356","2020-05-01",11
"3357","2020-05-04",12.21
"3358","2020-05-05",11.56
"3359","2020-05-06",11.31
"3360","2020-05-07",10.15
"3361","2020-05-08",10.41
"3362","2020-05-11",10.97
"3363","2020-05-12",10.94
"3364","2020-05-13",10.45
"3365","2020-05-14",11.06
"3366","2020-05-15",8.34
"3367","2020-05-18",7.51
"3368","2020-05-19",7.58
"3369","2020-05-20",7.36
"3370","2020-05-21",6.8
"3371","2020-05-22",6.51
"3372","2020-05-26",6.38
"3373","2020-05-27",5.94
"3374","2020-05-28",6.35
"3375","2020-05-29",6.16
"3376","2020-06-01",6.1
"3377","2020-06-02",6.64
"3378","2020-06-03",6.34
"3379","2020-06-04",5.94
"3380","2020-06-05",5.87
"3381","2020-06-08",6.52
"3382","2020-06-09",5.99
"3383","2020-06-10",5.84
"3384","2020-06-11",6
"3385","2020-06-12",5.62
"3386","2020-06-15",5.85
"3387","2020-06-16",5.88
"3388","2020-06-17",5.85
"3389","2020-06-18",5.87
"3390","2020-06-19",5.8
"3391","2020-06-22",6.02
"3392","2020-06-23",5.79
"3393","2020-06-24",5.57
"3394","2020-06-25",5.63
"3395","2020-06-26",5.66
"3396","2020-06-29",5.44
"3397","2020-06-30",5.56
"3398","2020-07-01",5.53
"3399","2020-07-02",5.49
"3400","2020-07-06",5.2
"3401","2020-07-07",5.28
"3402","2020-07-08",5.3
"3403","2020-07-09",5.12
"3404","2020-07-10",4.87
"3405","2020-07-13",4.4
"3406","2020-07-14",4.3
"3407","2020-07-15",4.71
"3408","2020-07-16",4.78
"3409","2020-07-17",5
"3410","2020-07-20",5.03
"3411","2020-07-21",4.91
"3412","2020-07-22",4.84
"3413","2020-07-23",4.96
"3414","2020-07-24",4.83
"3415","2020-07-27",4.72
"3416","2020-07-28",4.66
"3417","2020-07-29",4.55
"3418","2020-07-30",6.21
"3419","2020-07-31",5.4
"3420","2020-08-03",5.47
"3421","2020-08-04",5.41
"3422","2020-08-05",5.5
"3423","2020-08-06",5.65
"3424","2020-08-07",6.16
"3425","2020-08-10",6.4
"3426","2020-08-11",5.65
"3427","2020-08-12",4.53
"3428","2020-08-13",4.64
"3429","2020-08-14",4.73
"3430","2020-08-17",3.66
"3431","2020-08-18",3.47
"3432","2020-08-19",3.28
"3433","2020-08-20",3.4
"3434","2020-08-21",3.7
"3435","2020-08-24",4.11
"3436","2020-08-25",4.13
"3437","2020-08-26",4.01
"3438","2020-08-27",3.96
"3439","2020-08-28",4.09
"3440","2020-08-31",3.97
"3441","2020-09-01",3.95
"3442","2020-09-02",4.13
"3443","2020-09-03",3.91
"3444","2020-09-04",3.69
"3445","2020-09-08",3.81
"3446","2020-09-09",3.8
"3447","2020-09-10",3.63
"3448","2020-09-11",3.59
"3449","2020-09-14",3.76
"3450","2020-09-15",3.56
"3451","2020-09-16",3.57
"3452","2020-09-17",3.57
"3453","2020-09-18",3.65
"3454","2020-09-21",3.29
"3455","2020-09-22",3.24
"3456","2020-09-23",2.95
"3457","2020-09-24",3.02
"3458","2020-09-25",3.08
"3459","2020-09-28",3.02
"3460","2020-09-29",3
"3461","2020-09-30",2.9
"3462","2020-10-01",2.87
"3463","2020-10-02",2.81
"3464","2020-10-05",2.92
"3465","2020-10-06",2.61
"3466","2020-10-07",2.6
"3467","2020-10-08",2.81
"3468","2020-10-09",2.55
"3469","2020-10-12",2.66
"3470","2020-10-13",2.72
"3471","2020-10-14",2.65
"3472","2020-10-15",2.68
"3473","2020-10-16",2.77
"3474","2020-10-19",2.76
"3475","2020-10-20",2.9
"3476","2020-10-21",2.61
"3477","2020-10-22",2.43
"3478","2020-10-23",2.33
"3479","2020-10-26",2.22
"3480","2020-10-27",2.13
"3481","2020-10-28",2.11
"3482","2020-10-29",2.18
"3483","2020-10-30",2.12
"3484","2020-11-02",2.17
"3485","2020-11-03",2.42
"3486","2020-11-04",2.23
"3487","2020-11-05",2.28
"3488","2020-11-06",2.24
"3489","2020-11-09",2.23
"3490","2020-11-10",2.18
"3491","2020-11-11",2.35
"3492","2020-11-12",2.3
"3493","2020-11-13",2.17
"3494","2020-11-16",2.25
"3495","2020-11-17",2.26
"3496","2020-11-18",2.36
"3497","2020-11-19",2.54
"3498","2020-11-20",2.64
"3499","2020-11-23",2.61
"3500","2020-11-24",2.58
"3501","2020-11-25",2.5
"3502","2020-11-27",2.6
