"","date","SHIP"
"3011","2020-01-14",8
"3012","2020-01-15",8.16
"3013","2020-01-16",8
"3014","2020-01-17",8
"3015","2020-01-21",7.52
"3016","2020-01-22",7.52
"3017","2020-01-23",7.36
"3018","2020-01-24",7.36
"3019","2020-01-27",6.56
"3020","2020-01-28",6.88
"3021","2020-01-29",6.24
"3022","2020-01-30",6.24
"3023","2020-01-31",6.24
"3024","2020-02-03",5.76
"3025","2020-02-04",5.6
"3026","2020-02-05",5.6
"3027","2020-02-06",5.76
"3028","2020-02-07",5.76
"3029","2020-02-10",5.6
"3030","2020-02-11",4.8
"3031","2020-02-12",5.12
"3032","2020-02-13",5.28
"3033","2020-02-14",4.96
"3034","2020-02-18",5.12
"3035","2020-02-19",5.28
"3036","2020-02-20",5.6
"3037","2020-02-21",5.28
"3038","2020-02-24",5.12
"3039","2020-02-25",4.64
"3040","2020-02-26",4.64
"3041","2020-02-27",3.84
"3042","2020-02-28",4
"3043","2020-03-02",4.48
"3044","2020-03-03",4.8
"3045","2020-03-04",5.12
"3046","2020-03-05",4.48
"3047","2020-03-06",4
"3048","2020-03-09",3.36
"3049","2020-03-10",3.68
"3050","2020-03-11",4
"3051","2020-03-12",3.36
"3052","2020-03-13",3.2
"3053","2020-03-16",2.88
"3054","2020-03-17",2.88
"3055","2020-03-18",2.72
"3056","2020-03-19",2.88
"3057","2020-03-20",2.88
"3058","2020-03-23",2.08
"3059","2020-03-24",2.24
"3060","2020-03-25",2.88
"3061","2020-03-26",2.72
"3062","2020-03-27",3.84
"3063","2020-03-30",5.28
"3064","2020-03-31",2.4
"3065","2020-04-01",2.24
"3066","2020-04-02",2.4
"3067","2020-04-03",2.24
"3068","2020-04-06",2.24
"3069","2020-04-07",2.56
"3070","2020-04-08",2.88
"3071","2020-04-09",2.24
"3072","2020-04-13",2.24
"3073","2020-04-14",2.4
"3074","2020-04-15",2.24
"3075","2020-04-16",2.24
"3076","2020-04-17",2.4
"3077","2020-04-20",2.4
"3078","2020-04-21",2.56
"3079","2020-04-22",2.4
"3080","2020-04-23",2.56
"3081","2020-04-24",2.56
"3082","2020-04-27",2.56
"3083","2020-04-28",2.56
"3084","2020-04-29",2.56
"3085","2020-04-30",2.4
"3086","2020-05-01",2.24
"3087","2020-05-04",2.4
"3088","2020-05-05",2.08
"3089","2020-05-06",2.08
"3090","2020-05-07",2.24
"3091","2020-05-08",2.4
"3092","2020-05-11",2.4
"3093","2020-05-12",2.24
"3094","2020-05-13",2.24
"3095","2020-05-14",2.24
"3096","2020-05-15",2.24
"3097","2020-05-18",2.4
"3098","2020-05-19",2.24
"3099","2020-05-20",2.24
"3100","2020-05-21",2.24
"3101","2020-05-22",2.24
"3102","2020-05-26",2.08
"3103","2020-05-27",2.08
"3104","2020-05-28",2.08
"3105","2020-05-29",1.92
"3106","2020-06-01",2.08
"3107","2020-06-02",1.92
"3108","2020-06-03",1.92
"3109","2020-06-04",2.24
"3110","2020-06-05",2.72
"3111","2020-06-08",3.36
"3112","2020-06-09",3.04
"3113","2020-06-10",2.88
"3114","2020-06-11",2.56
"3115","2020-06-12",2.72
"3116","2020-06-15",2.72
"3117","2020-06-16",2.88
"3118","2020-06-17",2.88
"3119","2020-06-18",3.04
"3120","2020-06-19",3.04
"3121","2020-06-22",3.2
"3122","2020-06-23",4.48
"3123","2020-06-24",4.8
"3124","2020-06-25",4.48
"3125","2020-06-26",2.72
"3126","2020-06-29",2.56
"3127","2020-06-30",2.14
"3128","2020-07-01",2.36
"3129","2020-07-02",2.12
"3130","2020-07-06",2.12
"3131","2020-07-07",1.99
"3132","2020-07-08",1.99
"3133","2020-07-09",1.85
"3134","2020-07-10",1.82
"3135","2020-07-13",1.68
"3136","2020-07-14",1.57
"3137","2020-07-15",1.69
"3138","2020-07-16",1.7
"3139","2020-07-17",1.64
"3140","2020-07-20",1.59
"3141","2020-07-21",1.77
"3142","2020-07-22",1.68
"3143","2020-07-23",1.65
"3144","2020-07-24",1.6
"3145","2020-07-27",1.55
"3146","2020-07-28",1.5
"3147","2020-07-29",1.54
"3148","2020-07-30",1.51
"3149","2020-07-31",1.52
"3150","2020-08-03",1.61
"3151","2020-08-04",1.58
"3152","2020-08-05",1.51
"3153","2020-08-06",1.46
"3154","2020-08-07",1.42
"3155","2020-08-10",1.45
"3156","2020-08-11",1.41
"3157","2020-08-12",1.34
"3158","2020-08-13",1.27
"3159","2020-08-14",1.25
"3160","2020-08-17",1.17
"3161","2020-08-18",0.55
"3162","2020-08-19",0.5
"3163","2020-08-20",0.54
"3164","2020-08-21",0.52
"3165","2020-08-24",0.48
"3166","2020-08-25",0.47
"3167","2020-08-26",0.48
"3168","2020-08-27",0.47
"3169","2020-08-28",0.48
"3170","2020-08-31",0.48
"3171","2020-09-01",0.46
"3172","2020-09-02",0.45
"3173","2020-09-03",0.45
"3174","2020-09-04",0.43
"3175","2020-09-08",0.4
"3176","2020-09-09",0.4
"3177","2020-09-10",0.42
"3178","2020-09-11",0.4
"3179","2020-09-14",0.43
"3180","2020-09-15",0.44
"3181","2020-09-16",0.43
"3182","2020-09-17",0.43
"3183","2020-09-18",0.45
"3184","2020-09-21",0.42
"3185","2020-09-22",0.43
"3186","2020-09-23",0.41
"3187","2020-09-24",0.43
"3188","2020-09-25",0.44
"3189","2020-09-28",0.46
"3190","2020-09-29",0.45
"3191","2020-09-30",0.46
"3192","2020-10-01",0.48
"3193","2020-10-02",0.47
"3194","2020-10-05",0.47
"3195","2020-10-06",0.48
"3196","2020-10-07",0.5
"3197","2020-10-08",0.49
"3198","2020-10-09",0.51
"3199","2020-10-12",0.51
"3200","2020-10-13",0.5
"3201","2020-10-14",0.49
"3202","2020-10-15",0.49
"3203","2020-10-16",0.48
"3204","2020-10-19",0.46
"3205","2020-10-20",0.44
"3206","2020-10-21",0.44
"3207","2020-10-22",0.47
"3208","2020-10-23",0.47
"3209","2020-10-26",0.46
"3210","2020-10-27",0.47
"3211","2020-10-28",0.52
"3212","2020-10-29",0.46
"3213","2020-10-30",0.43
"3214","2020-11-02",0.43
"3215","2020-11-03",0.43
"3216","2020-11-04",0.42
"3217","2020-11-05",0.42
"3218","2020-11-06",0.44
"3219","2020-11-09",0.44
"3220","2020-11-10",0.46
"3221","2020-11-11",0.45
"3222","2020-11-12",0.47
"3223","2020-11-13",0.48
"3224","2020-11-16",0.49
"3225","2020-11-17",0.49
"3226","2020-11-18",0.45
"3227","2020-11-19",0.44
"3228","2020-11-20",0.44
"3229","2020-11-23",0.47
"3230","2020-11-24",0.47
"3231","2020-11-25",0.46
"3232","2020-11-27",0.46
